ID,Cognateset_ID,Language_ID,ISO639P3code,Gloss,Concepticon_ID,Parameter_ID,Form,Class,Segments,Comment
58,3-4,ACATECO_SAN_MIGUEL_ACATAN,knj,"we",1212,3,heonti7,4,h e o n t i 7,also: haonti7
59,3-3,IXIL_CHAJUL,ixj,"we",1212,3,o7,3,o 7,
60,3-3,AGUACATEC,agu,"we",1212,3,o7,3,o 7,
61,3-3,TECO_TECTITAN,ttc,"we",1212,3,a7o7,3,a 7 o 7,
62,3-3,MAM_NORTHERN,mam,"we",1212,3,qo7,3,q o 7,
63,3-1,SIPAKAPENSE,qum,"we",1212,3,ox,1,o x,
64,3-2,SACAPULTECO_SACAPULAS_CENTRO,quv,"we",1212,3,ra7ox,2,r a 7 o x,
65,3-1,CENTRAL_QUICHE,quc,"we",1212,3,ux,1,u x,
66,3-2,SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,ckf,"we",1212,3,rox,2,r o x,
67,3-1,TZUTUJIL_SAN_JUAN_LA_LAGUNA,tzj,"we",1212,3,oxox,1,o x o x,
68,3-1,POQOMCHI_WESTERN,pob,"we",1212,3,hox,1,h o x,
69,3-1,POCOMAM_EASTERN,poa,"we",1212,3,qox,1,q o x,
70,3-1,USPANTEKO,usp,"we",1212,3,ox,1,o x,
71,3-1,EASTERN_KEKCHI_CAHABON,kek,"we",1212,3,ha7o,1,h a 7 o,
72,3-5,ZINACANTAN_TZOTZIL,tzz,"we",1212,3,votikotik,5,v o t i k o t i k,
73,3-5,TZELTAL_BACHAJON,tzb,"we",1212,3,ho7otik,5,h o 7 o t i k,also: htukeltik
74,3-1,CHOL_TUMBALA,ctu,"we",1212,3,lohon,1,l o h o n,
75,3-1,CHONTAL_TABASCO,chf,"we",1212,3,no7onla,1,n o 7 o n l a,
76,3-1,CHORTI,caa,"we",1212,3,oN,1,o N,
77,3-1,ITZAJ,itz,"we",1212,3,into7on,1,i n t o 7 o n,
78,3-1,MOPAN,mop,"we",1212,3,inno7on,1,i nn o 7 o n,
79,3-1,MAYA_YUCATAN,yua,"we",1212,3,o7on,1,o 7 o n,
80,4-9,HUASTEC,hva,"this",1214,4,aSe7,9,a S e 7,
81,4-1,TOJOLABAL,toj,"this",1214,4,iti,1,i t i,
82,4-10,CHUJ,cnm,"this",1214,4,xun tik,10,x u n _ t i k,
83,4-1,JACALTEC,jai,"this",1214,4,ti7,1,t i 7,
84,4-2,QANJOBAL_SANTA_EULALIA,kjb,"this",1214,4,xunti,2,x u n t i,
85,4-2,ACATECO_SAN_MIGUEL_ACATAN,knj,"this",1214,4,hunti7,2,h u n t i 7,
86,4-3,IXIL_CHAJUL,ixj,"this",1214,4,uwa7,3,u w a 7,
87,4-11,AGUACATEC,agu,"this",1214,4,e7x,11,e 7 x,
88,4-12,TECO_TECTITAN,ttc,"this",1214,4,axa ncani,12,a x a _ n c a n i,
89,4-13,MAM_NORTHERN,mam,"this",1214,4,lu7,13,l u 7,
90,4-3,SIPAKAPENSE,qum,"this",1214,4,wa7,3,w a 7,
91,4-4,SACAPULTECO_SACAPULAS_CENTRO,quv,"this",1214,4,ri7,4,r i 7,
92,4-5,CENTRAL_QUICHE,quc,"this",1214,4,we ri7,5,w e _ r i 7,
93,4-4,SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,ckf,"this",1214,4,re7,4,r e 7,
94,4-5,TZUTUJIL_SAN_JUAN_LA_LAGUNA,tzj,"this",1214,4,xawari7,5,x a w a r i 7,
95,4-5,POQOMCHI_WESTERN,pob,"this",1214,4,re7wili,5,r e 7 w i l i,
96,4-14,POCOMAM_EASTERN,poa,"this",1214,4,riyu7,14,r i y u 7,
97,4-4,USPANTEKO,usp,"this",1214,4,ri,4,r i,
98,4-6,EASTERN_KEKCHI_CAHABON,kek,"this",1214,4,ha7in,6,h a 7 i n,
99,4-4,ZINACANTAN_TZOTZIL,tzz,"this",1214,4,li7,4,l i 7,
100,4-6,TZELTAL_BACHAJON,tzb,"this",1214,4,ha7 ini,6,h a 7 _ i n i,also: ini
101,4-7,CHOL_TUMBALA,ctu,"this",1214,4,hini,7,h i n i,
102,4-7,CHONTAL_TABASCO,chf,"this",1214,4,hindi,7,h i n d i,also: ni
103,4-8,CHORTI,caa,"this",1214,4,ira,8,i r a,
104,4-8,ITZAJ,itz,"this",1214,4,ahelah,8,a h e l a h,
105,4-8,MOPAN,mop,"this",1214,4,"le7ek ad""a7a",8,"l e 7 e k _ a d"" a 7 a",
106,4-8,MAYA_YUCATAN,yua,"this",1214,4,lela7,8,l e l a 7,
107,4-8,LACANDON,lac,"this",1214,4,te7ra7,8,t e 7 r a 7,also: he7
108,5-6,HUASTEC,hva,"that",78,5,niSe7,6,n i S e 7,also: niS
109,5-7,TOJOLABAL,toj,"that",78,5,tan,7,t a n,also: xaw
110,5-8,CHUJ,cnm,"that",78,5,xun Ca,8,x u n _ C a,
111,5-9,JACALTEC,jai,"that",78,5,tu7,9,t u 7,
112,5-1,QANJOBAL_SANTA_EULALIA,kjb,"that",78,5,xuntu,1,x u n t u,
113,5-1,ACATECO_SAN_MIGUEL_ACATAN,knj,"that",78,5,hu7untu7,1,h u 7 u n t u 7,
114,5-10,IXIL_CHAJUL,ixj,"that",78,5,uwa7e,10,u w a 7 e,
115,5-2,AGUACATEC,agu,"that",78,5,ac,2,a c,
116,5-11,TECO_TECTITAN,ttc,"that",78,5,axnini,11,a x n i n i,
117,5-12,MAM_NORTHERN,mam,"that",78,5,CiS,12,C i S,
118,5-2,SIPAKAPENSE,qum,"that",78,5,la7,2,l a 7,
119,5-2,SACAPULTECO_SACAPULAS_CENTRO,quv,"that",78,5,la7,2,l a 7,
120,5-2,CENTRAL_QUICHE,quc,"that",78,5,le7,2,l e 7,
121,5-2,SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,ckf,"that",78,5,la7,2,l a 7,
122,5-5,TZUTUJIL_SAN_JUAN_LA_LAGUNA,tzj,"that",78,5,xa7,5,x a 7,
123,5-3,POQOMCHI_WESTERN,pob,"that",78,5,re7re7re7,3,r e 7 r e 7 r e 7,also: re7wulu7
124,5-3,POCOMAM_EASTERN,poa,"that",78,5,rere7,3,r e r e 7,also: loho7
125,5-3,USPANTEKO,usp,"that",78,5,re,3,r e,
126,5-13,EASTERN_KEKCHI_CAHABON,kek,"that",78,5,ha7an,13,h a 7 a n,
127,5-14,ZINACANTAN_TZOTZIL,tzz,"that",78,5,ti,14,t i,also: tah
128,5-4,TZELTAL_BACHAJON,tzb,"that",78,5,ha7 me ine,4,h a 7 _ m e _ i n e,
129,5-15,CHOL_TUMBALA,ctu,"that",78,5,iSiyi,15,i S i y i,
130,5-4,CHONTAL_TABASCO,chf,"that",78,5,hini,4,h i n i,
131,5-5,CHORTI,caa,"that",78,5,yaxa7,5,y a x a 7,
132,5-16,ITZAJ,itz,"that",78,5,aheloh,16,a h e l o h,
133,5-17,MOPAN,mop,"that",78,5,le7ek,17,l e 7 e k,"also: le7ek ad""o7o"
134,5-18,MAYA_YUCATAN,yua,"that",78,5,lelo7,18,l e l o 7,
135,5-19,LACANDON,lac,"that",78,5,rah,19,r a h,
136,6-7,HUASTEC,hva,"who",1235,6,hita7,7,h i t a 7,
137,6-1,TOJOLABAL,toj,"who",1235,6,maC7,1,m a C 7,also: ma7
138,6-1,CHUJ,cnm,"who",1235,6,maC,1,m a C,
139,6-2,JACALTEC,jai,"who",1235,6,mak,2,m a k,
140,6-2,QANJOBAL_SANTA_EULALIA,kjb,"who",1235,6,makTel,2,m a k T e l,also: maqTel
141,6-5,ACATECO_SAN_MIGUEL_ACATAN,knj,"who",1235,6,maSTekel,5,m a S T e k e l,
142,6-8,IXIL_CHAJUL,ixj,"who",1235,6,xal,8,x a l,
143,6-3,AGUACATEC,agu,"who",1235,6,na7x,3,n a 7 x,
144,6-9,TECO_TECTITAN,ttc,"who",1235,6,"ab""l",9,"a b"" l",
145,6-10,MAM_NORTHERN,mam,"who",1235,6,alky~e,10,a l ky~ e,
146,6-6,SIPAKAPENSE,qum,"who",1235,6,Cinaq,6,C i n a q,
147,6-3,SACAPULTECO_SACAPULAS_CENTRO,quv,"who",1235,6,na,3,n a,
148,6-6,CENTRAL_QUICHE,quc,"who",1235,6,xaCin,6,x a C i n,
149,6-11,SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,ckf,"who",1235,6,aCike,11,a C i k e,
150,6-12,TZUTUJIL_SAN_JUAN_LA_LAGUNA,tzj,"who",1235,6,"naq k""ari7",12,"n a q _ k"" a r i 7",
151,6-4,POQOMCHI_WESTERN,pob,"who",1235,6,hanwaC,4,h a n w a C,
152,6-4,POCOMAM_EASTERN,poa,"who",1235,6,ha7 waC,4,h a 7 _ w a C,
153,6-13,USPANTEKO,usp,"who",1235,6,nen,13,n e n,
154,6-14,EASTERN_KEKCHI_CAHABON,kek,"who",1235,6,anih,14,a n i h,
155,6-15,ZINACANTAN_TZOTZIL,tzz,"who",1235,6,"buC""u",15,"b u C"" u","also: k""u Cal"
156,6-1,TZELTAL_BACHAJON,tzb,"who",1235,6,"maC""a",1,"m a C"" a",
157,6-2,CHOL_TUMBALA,ctu,"who",1235,6,maki,2,m a k i,also: maCki; s
158,6-1,CHONTAL_TABASCO,chf,"who",1235,6,maCka,1,m a C k a,also: kaSka
159,6-16,CHORTI,caa,"who",1235,6,Ci,16,C i,
160,6-5,ITZAJ,itz,"who",1235,6,maS,5,m a S,
161,6-2,MOPAN,mop,"who",1235,6,maki,2,m a k i,
162,6-5,MAYA_YUCATAN,yua,"who",1235,6,maS,5,m a S,
163,6-1,LACANDON,lac,"who",1235,6,mak,1,m a k,
164,7-7,HUASTEC,hva,"what",1236,7,"hant""o",7,"h a n t"" o",
165,7-4,TOJOLABAL,toj,"what",1236,7,xas,4,x a s,
166,7-8,CHUJ,cnm,"what",1236,7,tas,8,t a s,
167,7-1,JACALTEC,jai,"what",1236,7,cet,1,c e t,
168,7-1,QANJOBAL_SANTA_EULALIA,kjb,"what",1236,7,cet yetal,1,c e t _ y e t a l,
169,7-9,ACATECO_SAN_MIGUEL_ACATAN,knj,"what",1236,7,Tetal,9,T e t a l,
170,7-10,IXIL_CHAJUL,ixj,"what",1236,7,kame,10,k a m e,
171,7-11,AGUACATEC,agu,"what",1236,7,"mb""i",11,"m b"" i",
172,7-2,TECO_TECTITAN,ttc,"what",1236,7,tidi7,2,t i d i 7,
173,7-2,MAM_NORTHERN,mam,"what",1236,7,ti,2,t i,
174,7-3,SIPAKAPENSE,qum,"what",1236,7,Ce,3,C e,
175,7-3,SACAPULTECO_SACAPULAS_CENTRO,quv,"what",1236,7,Ce,3,C e,
176,7-4,CENTRAL_QUICHE,quc,"what",1236,7,xas,4,x a s,
177,7-12,SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,ckf,"what",1236,7,aCike,12,a C i k e,
178,7-13,TZUTUJIL_SAN_JUAN_LA_LAGUNA,tzj,"what",1236,7,naq,13,n a q,
179,7-14,POQOMCHI_WESTERN,pob,"what",1236,7,"Caxb""i",14,"C a x b"" i",
180,7-15,POCOMAM_EASTERN,poa,"what",1236,7,hila7,15,h i l a 7,
181,7-16,USPANTEKO,usp,"what",1236,7,nen,16,n e n,
182,7-17,EASTERN_KEKCHI_CAHABON,kek,"what",1236,7,"k""aruh",17,"k"" a r u h",
183,7-5,ZINACANTAN_TZOTZIL,tzz,"what",1236,7,"k""u",5,"k"" u",
184,7-18,TZELTAL_BACHAJON,tzb,"what",1236,7,bin a,18,b i n _ a,also: binti a
185,7-19,CHOL_TUMBALA,ctu,"what",1236,7,Cuki,19,C u k i,
186,7-20,CHONTAL_TABASCO,chf,"what",1236,7,kw~a7,20,kw~ a 7,also: ke
187,7-21,CHORTI,caa,"what",1236,7,"tuk""a",21,"t u k"" a",
188,7-6,ITZAJ,itz,"what",1236,7,ba7aS,6,b a 7 a S,
189,7-5,MOPAN,mop,"what",1236,7,"k""u7i",5,"k"" u 7 i",
190,7-6,MAYA_YUCATAN,yua,"what",1236,7,"b""a7aS",6,"b"" a 7 a S","also: b""a7an"
191,7-6,LACANDON,lac,"what",1236,7,ba7,6,b a 7,
192,8-7,HUASTEC,hva,"not",1240,8,iba,7,i b a,also: yab
193,8-2,TOJOLABAL,toj,"not",1240,8,mi,2,m i,also: mok
194,8-5,CHUJ,cnm,"not",1240,8,ma,5,m a,
195,8-4,MOCHO,mhc,"not",1240,8,mo7,4,m o 7,
196,8-8,JACALTEC,jai,"not",1240,8,mat,8,m a t,
197,8-1,QANJOBAL_SANTA_EULALIA,kjb,"not",1240,8,man,1,m a n,"also: k""am"
198,8-1,ACATECO_SAN_MIGUEL_ACATAN,knj,"not",1240,8,man,1,m a n,"also: k""am"
199,8-9,IXIL_CHAJUL,ixj,"not",1240,8,ye7,9,y e 7,
200,8-10,AGUACATEC,agu,"not",1240,8,kil,10,k i l,
201,8-11,TECO_TECTITAN,ttc,"not",1240,8,ny~aT,11,ny~ a T,
202,8-2,MAM_NORTHERN,mam,"not",1240,8,mi,2,m i,
203,8-12,SIPAKAPENSE,qum,"not",1240,8,qa,12,q a,
204,8-13,SACAPULTECO_SACAPULAS_CENTRO,quv,"not",1240,8,tax,13,t a x,
205,8-3,CENTRAL_QUICHE,quc,"not",1240,8,man tax,3,m a n _ t a x,
206,8-3,SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,ckf,"not",1240,8,manta,3,m a n t a,
207,8-3,TZUTUJIL_SAN_JUAN_LA_LAGUNA,tzj,"not",1240,8,mata,3,m a t a,
208,8-4,POQOMCHI_WESTERN,pob,"not",1240,8,ma7,4,m a 7,
209,8-5,POCOMAM_EASTERN,poa,"not",1240,8,ma,5,m a,
210,8-5,USPANTEKO,usp,"not",1240,8,ma,5,m a,also: ma7
211,8-5,EASTERN_KEKCHI_CAHABON,kek,"not",1240,8,ma,5,m a,
212,8-5,ZINACANTAN_TZOTZIL,tzz,"not",1240,8,mu,5,m u,
213,8-4,TZELTAL_BACHAJON,tzb,"not",1240,8,ma7uk,4,m a 7 u k,also: manCuk
214,8-4,CHOL_TUMBALA,ctu,"not",1240,8,ma7an,4,m a 7 a n,
215,8-6,CHONTAL_TABASCO,chf,"not",1240,8,maC,6,m a C,
216,8-6,CHORTI,caa,"not",1240,8,ma7Ci,6,m a 7 C i,
217,8-5,ITZAJ,itz,"not",1240,8,ma,5,m a,also: miS
218,8-4,MOPAN,mop,"not",1240,8,ma7,4,m a 7,
219,8-4,MAYA_YUCATAN,yua,"not",1240,8,ma7,4,m a 7,
220,8-5,LACANDON,lac,"not",1240,8,m3na7,5,m 3 n a 7,
221,9-5,HUASTEC,hva,"all",98,9,tala7,5,t a l a 7,also: patal
222,9-6,TOJOLABAL,toj,"all",98,9,specanil,6,s p e c a n i l,also: snolanal
223,9-1,CHUJ,cnm,"all",98,9,smasnil,1,s m a s n i l,
224,9-7,MOCHO,mhc,"all",98,9,hunaN,7,h u n a N,
225,9-8,JACALTEC,jai,"all",98,9,sunil,8,s u n i l,
226,9-1,QANJOBAL_SANTA_EULALIA,kjb,"all",98,9,masanil,1,m a s a n i l,
227,9-1,ACATECO_SAN_MIGUEL_ACATAN,knj,"all",98,9,smasanil,1,s m a s a n i l,
228,9-2,IXIL_CHAJUL,ixj,"all",98,9,kaqayil,2,k a q a y i l,
229,9-9,AGUACATEC,agu,"all",98,9,tirkun,9,t i r k u n,
230,9-2,TECO_TECTITAN,ttc,"all",98,9,tky~aqil,2,t ky~ a q i l,
231,9-2,MAM_NORTHERN,mam,"all",98,9,ky~ky~aqil,2,ky~ ky~ a q i l,
232,9-3,SIPAKAPENSE,qum,"all",98,9,nxel,3,n x e l,
233,9-3,SACAPULTECO_SACAPULAS_CENTRO,quv,"all",98,9,ranaxel,3,r a n a x e l,
234,9-3,CENTRAL_QUICHE,quc,"all",98,9,konoxel,3,k o n o x e l,
235,9-3,SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,ckf,"all",98,9,noxel,3,n o x e l,
236,9-3,TZUTUJIL_SAN_JUAN_LA_LAGUNA,tzj,"all",98,9,ronoxel,3,r o n o x e l,
237,9-10,POQOMCHI_WESTERN,pob,"all",98,9,CinCel,10,C i n C e l,
238,9-11,POCOMAM_EASTERN,poa,"all",98,9,intier,11,i n t i e r,
239,9-3,USPANTEKO,usp,"all",98,9,ronoxel,3,r o n o x e l,
240,9-12,EASTERN_KEKCHI_CAHABON,kek,"all",98,9,Cixunil,12,C i x u n i l,
241,9-13,ZINACANTAN_TZOTZIL,tzz,"all",98,9,kotol,13,k o t o l,also: labal
242,9-14,TZELTAL_BACHAJON,tzb,"all",98,9,spisil,14,s p i s i l,
243,9-15,CHONTAL_TABASCO,chf,"all",98,9,upete,15,u p e t e,
244,9-16,CHORTI,caa,"all",98,9,tunor,16,t u n o r,
245,9-17,ITZAJ,itz,"all",98,9,lah,17,l a h,
246,9-4,MOPAN,mop,"all",98,9,tulakal,4,t u l a k a l,
247,9-4,MAYA_YUCATAN,yua,"all",98,9,lah,4,l a h,also: tulakal
248,9-18,LACANDON,lac,"all",98,9,puri7,18,p u r i 7,also: ukotor
249,10-1,HUASTEC,hva,"many",1198,10,yan,1,y a n,also: yantalam
250,10-1,CHICOMUCELTEC,cob,"many",1198,10,yan,1,y a n,
251,10-5,TOJOLABAL,toj,"many",1198,10,xel,5,x e l,also: xican
252,10-6,CHUJ,cnm,"many",1198,10,niwan,6,n i w a n,
253,10-3,MOCHO,mhc,"many",1198,10,"k""ehan",3,"k"" e h a n","also: k""ihan"
254,10-7,JACALTEC,jai,"many",1198,10,"cetk""a",7,"c e t k"" a",
255,10-8,QANJOBAL_SANTA_EULALIA,kjb,"many",1198,10,Siwil,8,S i w i l,
256,10-9,ACATECO_SAN_MIGUEL_ACATAN,knj,"many",1198,10,miman taS,9,m i m a n _ t a S,
257,10-2,IXIL_CHAJUL,ixj,"many",1198,10,nim,2,n i m,
258,10-10,AGUACATEC,agu,"many",1198,10,ala7,10,a l a 7,
259,10-2,TECO_TECTITAN,ttc,"many",1198,10,nim,2,n i m,
260,10-2,MAM_NORTHERN,mam,"many",1198,10,nimku,2,n i m k u,
261,10-3,SIPAKAPENSE,qum,"many",1198,10,"k""iy",3,"k"" i y",
262,10-3,SACAPULTECO_SACAPULAS_CENTRO,quv,"many",1198,10,"k""iy",3,"k"" i y",
263,10-3,CENTRAL_QUICHE,quc,"many",1198,10,"k""i",3,"k"" i",
264,10-3,SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,ckf,"many",1198,10,"k""iy",3,"k"" i y",
265,10-3,TZUTUJIL_SAN_JUAN_LA_LAGUNA,tzj,"many",1198,10,"k""iy",3,"k"" i y",
266,10-3,POQOMCHI_WESTERN,pob,"many",1198,10,"k""ih",3,"k"" i h",
267,10-11,POCOMAM_EASTERN,poa,"many",1198,10,kongan,11,k o n g a n,
268,10-3,USPANTEKO,usp,"many",1198,10,"k""i",3,"k"" i","also: k""iy"
269,10-12,EASTERN_KEKCHI_CAHABON,kek,"many",1198,10,"nab""al",12,"n a b"" a l",
270,10-13,ZINACANTAN_TZOTZIL,tzz,"many",1198,10,ep,13,e p,
271,10-14,TZELTAL_BACHAJON,tzb,"many",1198,10,bayel,14,b a y e l,also: ipal
272,10-15,CHOL_TUMBALA,ctu,"many",1198,10,"bak""3l",15,"b a k"" 3 l",
273,10-16,CHONTAL_TABASCO,chf,"many",1198,10,"k""en",16,"k"" e n",
274,10-17,CHORTI,caa,"many",1198,10,"imp""on",17,"i m p"" o n",
275,10-4,ITZAJ,itz,"many",1198,10,yab,4,y a b,
276,10-4,MOPAN,mop,"many",1198,10,yab,4,y a b,
277,10-4,MAYA_YUCATAN,yua,"many",1198,10,"ya7ab""",4,"y a 7 a b""",
278,10-4,LACANDON,lac,"many",1198,10,yab,4,y a b,also: neh
279,11-1,HUASTEC,hva,"one",1493,11,hun,1,h u n,
280,11-1,CHICOMUCELTEC,cob,"one",1493,11,hun,1,h u n,
281,11-1,TOJOLABAL,toj,"one",1493,11,xune,1,x u n e,
282,11-1,CHUJ,cnm,"one",1493,11,xun,1,x u n,
283,11-1,MOCHO,mhc,"one",1493,11,hun,1,h u n,
284,11-1,JACALTEC,jai,"one",1493,11,hun,1,h u n,
285,11-1,QANJOBAL_SANTA_EULALIA,kjb,"one",1493,11,xun,1,x u n,
286,11-1,ACATECO_SAN_MIGUEL_ACATAN,knj,"one",1493,11,hun,1,h u n,
287,11-2,IXIL_CHAJUL,ixj,"one",1493,11,wal,2,w a l,
288,11-1,AGUACATEC,agu,"one",1493,11,xun,1,x u n,
289,11-1,TECO_TECTITAN,ttc,"one",1493,11,xun,1,x u n,
290,11-1,MAM_NORTHERN,mam,"one",1493,11,xun,1,x u n,
291,11-1,SIPAKAPENSE,qum,"one",1493,11,xun,1,x u n,
292,11-1,SACAPULTECO_SACAPULAS_CENTRO,quv,"one",1493,11,xun,1,x u n,
293,11-1,CENTRAL_QUICHE,quc,"one",1493,11,xun,1,x u n,
294,11-1,SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,ckf,"one",1493,11,xun,1,x u n,
295,11-1,TZUTUJIL_SAN_JUAN_LA_LAGUNA,tzj,"one",1493,11,xun,1,x u n,
296,11-1,POQOMCHI_WESTERN,pob,"one",1493,11,xinax,1,x i n a x,
297,11-1,POCOMAM_EASTERN,poa,"one",1493,11,xanax,1,x a n a x,
298,11-1,USPANTEKO,usp,"one",1493,11,xun,1,x u n,
299,11-1,EASTERN_KEKCHI_CAHABON,kek,"one",1493,11,xun,1,x u n,
300,11-1,ZINACANTAN_TZOTZIL,tzz,"one",1493,11,hun,1,h u n,
301,11-1,TZELTAL_BACHAJON,tzb,"one",1493,11,xun,1,x u n,
302,11-1,CHOL_TUMBALA,ctu,"one",1493,11,xum,1,x u m,
303,11-1,CHONTAL_TABASCO,chf,"one",1493,11,un,1,u n,
304,11-1,CHORTI,caa,"one",1493,11,in,1,i n,
305,11-1,ITZAJ,itz,"one",1493,11,hun,1,h u n,also: hum
306,11-1,MOPAN,mop,"one",1493,11,xuntul,1,x u n t u l,
307,11-1,MAYA_YUCATAN,yua,"one",1493,11,hun,1,h u n,
308,11-3,LACANDON,lac,"one",1493,11,turi7,3,t u r i 7,
309,12-1,HUASTEC,hva,"two",1498,12,cab,1,c a b,
310,12-1,CHICOMUCELTEC,cob,"two",1498,12,Cateew,1,C a t ee w,
311,12-1,TOJOLABAL,toj,"two",1498,12,"Cab""",1,"C a b""",
312,12-1,CHUJ,cnm,"two",1498,12,Ca7ab,1,C a 7 a b,
313,12-1,MOCHO,mhc,"two",1498,12,"kab""",1,"k a b""",also: ka7
