ID,Cognateset_ID,Language_ID,ISO639P3code,Gloss,Concepticon_ID,Parameter_ID,Form,Class,Segments,Comment
27,2489-575,Hefei,,"abacus",2489,2489,sʊ̃⁵³pʰʊ̃⁵⁵,575,s ʊ̃ ∼ ⁵³ pʰ ʊ̃ ∼ ⁵⁵,
28,2489-575,Yangzhou,,"abacus",2489,2489,sõ⁵⁵pʰõ³⁴,575,s õ ∼ ⁵⁵ pʰ õ ∼ ³⁴,
29,2489-575,Suzhou,,"abacus",2489,2489,sø⁵¹³₄₄bø²⁴₂₁,575,s ø ⁵¹³ b ø ²⁴,
30,2489-575,Wenzhou,,"abacus",2489,2489,sø⁴²bø³¹,575,s ø ⁴² b ø ³¹,
31,2489-575,Changsha,,"abacus",2489,2489,sõ⁵⁵põ¹³,575,s õ ∼ ⁵⁵ p õ ∼ ¹³,
32,2489-575,Nanchang,,"abacus",2489,2489,sɔn⁵⁵pʰɔn²⁴,575,s ɔ n ⁵⁵ pʰ ɔ n ²⁴,
33,2489-575,Meixian,,"abacus",2489,2489,sɔn⁴²pʰan¹²,575,s ɔ n ⁴² pʰ a n ¹²,
34,2489-575,Guangzhou,,"abacus",2489,2489,ʃyn³³pʰun²¹,575,ʃ y n ³³ pʰ u n ²¹,
35,2489-575,Yangjiang,,"abacus",2489,2489,ɬun²⁴pʰun⁴⁴³,575,ɬ u n ²⁴ pʰ u n ⁴⁴³,
36,2489-575,Xiamen,,"abacus",2489,2489,sῃ¹¹₅₁pũã²⁴,575,s ŋ̍ ¹¹ p ũ ã ∼ ²⁴,
37,2489-575,Chaozhou,,"abacus",2489,2489,sɯŋ²¹³₅₃pũã⁵⁵,575,s ɯ ŋ ²¹³ p ũ ã ∼ ⁵⁵,
38,2489-575,Fuzhou,,"abacus",2489,2489,souŋ²¹³₄₄muaŋ⁵²,575,s o u ŋ ²¹³ m u a ŋ ⁵²,
39,98-432,Beijing,,"all",98,98,tou⁵⁵,432,t o u ⁵⁵,
40,98-433,Beijing,,"all",98,98,tɕʰyan³⁵,433,tɕʰ y a n ³⁵,
41,98-432,Jinan,,"all",98,98,tou²¹³,432,t o u ²¹³,
42,98-432,Shenyang,,"all",98,98,tou³³,432,t o u ³³,
43,98-432,Xian,,"all",98,98,tou²¹,432,t o u ²¹,
44,98-432,Chengdu,,"all",98,98,təu⁴⁴,432,t ə u ⁴⁴,
45,98-432,Kunming,,"all",98,98,tu⁴⁴,432,t u ⁴⁴,
46,98-432,Hefei,,"all",98,98,tu²¹²,432,t u ²¹²,
47,98-432,Yangzhou,,"all",98,98,tu³¹,432,t u ³¹,
48,98-434,Suzhou,,"all",98,98,zɛ²⁴,434,z ɛ ²⁴,
49,98-435,Wenzhou,,"all",98,98,o²³,435,o ²³,
50,98-436,Changsha,,"all",98,98,xa²¹,436,x a ²¹,
51,98-432,Nanchang,,"all",98,98,tu⁴²,432,t u ⁴²,
52,98-432,Meixian,,"all",98,98,tu⁴⁴,432,t u ⁴⁴,
53,98-437,Guangzhou,,"all",98,98,ʃai³³,437,ʃ a i ³³,
54,98-432,Yangjiang,,"all",98,98,tou³³,432,t o u ³³,
55,98-628,Chaozhou,,"all",98,98,tai³⁵₂₁ke³³,628,t a i ³⁵ k e ³³,
56,98-105,Xiamen,,"all",98,98,lɔŋ⁵¹₅₅,105,l ɔ ŋ ⁵¹,
57,98-105,Chaozhou,,"all",98,98,loŋ⁵³,105,l o ŋ ⁵³,
58,98-432,Fuzhou,,"all",98,98,tu⁴⁴,432,t u ⁴⁴,
59,98-625,Beijing,,"all",98,98,ta⁵¹xuor²¹⁴,625,t a ⁵¹ x u o r ²¹⁴,
60,98-625,Jinan,,"all",98,98,ta²¹xuər⁵⁵,625,t a ²¹ x u ə r ⁵⁵,
61,98-625,Shenyang,,"all",98,98,ta⁴¹xuər²¹³,625,t a ⁴¹ x u ə r ²¹³,
62,98-628,Xian,,"all",98,98,tɑ⁴⁵tɕiɑ⁰,628,t ɑ ⁴⁵ tɕ i ɑ ⁰,
63,98-628,Chengdu,,"all",98,98,ta¹³tɕia⁴⁴,628,t a ¹³ tɕ i a ⁴⁴,
64,98-628,Kunming,,"all",98,98,ta¹³tɕia⁴⁴,628,t a ¹³ tɕ i a ⁴⁴,
65,98-628,Hefei,,"all",98,98,ta⁵³tɕia²¹²,628,t a ⁵³ tɕ i a ²¹²,
66,98-628,Yangzhou,,"all",98,98,tɑ⁵⁵kɑ⁰,628,t ɑ ⁵⁵ k ɑ ⁰,
67,98-628,Suzhou,,"all",98,98,dɒ³¹₂₂kɒ⁴⁴,628,d ɒ ³¹ k ɒ ⁴⁴,
68,98-629,Wenzhou,,"all",98,98,da¹¹ko⁴⁴naŋ⁰,629,d a ¹¹ k o ⁴⁴ n a ŋ ⁰,
69,98-628,Changsha,,"all",98,98,tai²¹ka³³,628,t a i ²¹ k a ³³,
70,98-628,Nanchang,,"all",98,98,tʰai³¹ka⁴²,628,tʰ a i ³¹ k a ⁴²,
71,98-626,Nanchang,,"all",98,98,tʰai³¹kan⁰,626,tʰ a i ³¹ k a n ⁰,
72,98-246,Meixian,,"all",98,98,tsʰɛ¹²ka⁴⁴,246,tsʰ ɛ ¹² k a ⁴⁴,
73,98-628,Guangzhou,,"all",98,98,tai²²ka⁵³,628,t a i ²² k a ⁵³,
74,98-627,Guangzhou,,"all",98,98,tai²²tʃʊŋ³³,627,t a i ²² tʃ ʊ ŋ ³³,
75,98-628,Yangjiang,,"all",98,98,tai⁴⁵⁴ka³³,628,t a i ⁴⁵⁴ k a ³³,
76,98-628,Xiamen,,"all",98,98,tai³³₁₁ke³³,628,t a i ³³ k e ³³,
77,98-629,Fuzhou,,"all",98,98,tai²⁴²₄₄a⁴⁴nøyŋ⁵²,629,t a i ²⁴² a ⁴⁴ n ø y ŋ ⁵²,
78,98-247,Fuzhou,,"all",98,98,kɔʔ²³₃₁nøyŋ⁵²,247,k ɔ ʔ ²³ n ø y ŋ ⁵²,
79,1292-157,Beijing,,"bad",1292,1292,xuai⁵¹,157,x u a i ⁵¹,
80,1292-158,Beijing,,"bad",1292,1292,lai⁵¹,158,l a i ⁵¹,
81,1292-157,Jinan,,"bad",1292,1292,xuɛ²¹,157,x u ɛ ²¹,
82,1292-159,Jinan,,"bad",1292,1292,nɔ²¹³,159,n ɔ ²¹³,
83,1292-157,Shenyang,,"bad",1292,1292,xuai⁴¹,157,x u a i ⁴¹,
84,1292-157,Xian,,"bad",1292,1292,xuæ⁴³,157,x u æ ⁴³,
85,1292-160,Xian,,"bad",1292,1292,xɑ²¹,160,x ɑ ²¹,
86,1292-157,Chengdu,,"bad",1292,1292,xuai¹³,157,x u a i ¹³,
87,1292-157,Kunming,,"bad",1292,1292,xuɛ¹³,157,x u ɛ ¹³,
88,1292-157,Hefei,,"bad",1292,1292,xuɛ⁵³,157,x u ɛ ⁵³,
89,1292-157,Yangzhou,,"bad",1292,1292,xuɛ⁵⁵,157,x u ɛ ⁵⁵,
90,1292-157,Suzhou,,"bad",1292,1292,uɒ⁵¹³,157,u ɒ ⁵¹³,
91,1292-161,Suzhou,,"bad",1292,1292,tɕʰiʏ⁴⁴,161,tɕʰ i ʏ ⁴⁴,
92,1292-162,Wenzhou,,"bad",1292,1292,mɜ³¹,162,m ɜ ³¹,
93,1292-157,Changsha,,"bad",1292,1292,fai²¹,157,f a i ²¹,
94,1292-157,Nanchang,,"bad",1292,1292,fai³¹,157,f a i ³¹,
95,1292-157,Meixian,,"bad",1292,1292,fai⁴²,157,f a i ⁴²,
96,1292-157,Guangzhou,,"bad",1292,1292,wai²²,157,w a i ²²,
97,1292-157,Yangjiang,,"bad",1292,1292,wai⁴⁵⁴,157,w a i ⁴⁵⁴,
98,1292-163,Xiamen,,"bad",1292,1292,pʰãĩ⁵¹,163,pʰ ã ĩ ∼ ⁵¹,
99,1292-164,Xiamen,,"bad",1292,1292,mãĩ⁵¹,164,m ã ĩ ∼ ⁵¹,
100,1292-165,Chaozhou,,"bad",1292,1292,hai¹¹,165,h a i ¹¹,
101,1292-163,Fuzhou,,"bad",1292,1292,pʰai³¹,163,pʰ a i ³¹,
102,1292-166,Fuzhou,,"bad",1292,1292,ŋai⁵²,166,ŋ a i ⁵²,
103,1202-53,Beijing,,"big",1202,1202,ta⁵¹,53,t a ⁵¹,
104,1202-53,Jinan,,"big",1202,1202,ta²¹,53,t a ²¹,
105,1202-53,Shenyang,,"big",1202,1202,ta⁴¹,53,t a ⁴¹,
106,1202-53,Xian,,"big",1202,1202,tɑ⁴⁵,53,t ɑ ⁴⁵,
107,1202-53,Chengdu,,"big",1202,1202,ta¹³,53,t a ¹³,
108,1202-53,Kunming,,"big",1202,1202,ta¹³,53,t a ¹³,
109,1202-53,Hefei,,"big",1202,1202,ta⁵³,53,t a ⁵³,
110,1202-53,Yangzhou,,"big",1202,1202,tɑ⁵⁵,53,t ɑ ⁵⁵,
111,1202-53,Suzhou,,"big",1202,1202,dəu³¹,53,d ə u ³¹,
112,1202-53,Wenzhou,,"big",1202,1202,du¹¹,53,d u ¹¹,
113,1202-53,Changsha,,"big",1202,1202,tai²¹,53,t a i ²¹,
114,1202-53,Nanchang,,"big",1202,1202,tʰai³¹,53,tʰ a i ³¹,
115,1202-53,Meixian,,"big",1202,1202,tʰai⁴²,53,tʰ a i ⁴²,
116,1202-53,Guangzhou,,"big",1202,1202,tai²²,53,t a i ²²,
117,1202-53,Yangjiang,,"big",1202,1202,tai⁴⁵⁴,53,t a i ⁴⁵⁴,
118,1202-53,Xiamen,,"big",1202,1202,tua³³,53,t u a ³³,
119,1202-53,Chaozhou,,"big",1202,1202,tua¹¹,53,t u a ¹¹,
120,1202-53,Fuzhou,,"big",1202,1202,tuai²⁴²,53,t u a i ²⁴²,
121,163-91,Beijing,,"black",163,163,xei⁵⁵,91,x e i ⁵⁵,
122,163-91,Jinan,,"black",163,163,xei²¹³,91,x e i ²¹³,
123,163-91,Shenyang,,"black",163,163,xei³³,91,x e i ³³,
124,163-91,Xian,,"black",163,163,xei²¹,91,x e i ²¹,
125,163-91,Chengdu,,"black",163,163,xe³¹,91,x e ³¹,
126,163-91,Kunming,,"black",163,163,xə³¹,91,x ə ³¹,
127,163-91,Hefei,,"black",163,163,xɐʔ⁴,91,x ɐ ʔ ⁴,
128,163-91,Yangzhou,,"black",163,163,xəʔ⁴,91,x ə ʔ ⁴,
129,163-91,Suzhou,,"black",163,163,hɤʔ⁴,91,h ɤ ʔ ⁴,
130,163-91,Wenzhou,,"black",163,163,hɛ²³,91,h ɛ ²³,
131,163-91,Changsha,,"black",163,163,xə²⁴,91,x ə ²⁴,
132,163-91,Nanchang,,"black",163,163,hɛt⁵,91,h ɛ t ⁵,
133,163-92,Nanchang,,"black",163,163,u⁴²,92,u ⁴²,
134,163-92,Meixian,,"black",163,163,vu⁴⁴,92,v u ⁴⁴,
135,163-91,Guangzhou,,"black",163,163,hɐk⁵,91,h ɐ k ⁵,
136,163-91,Yangjiang,,"black",163,163,hɐk²⁴,91,h ɐ k ²⁴,
137,163-92,Xiamen,,"black",163,163,ɔ⁵⁵,92,ɔ ⁵⁵,
138,163-92,Chaozhou,,"black",163,163,ou³³,92,o u ³³,
139,163-92,Fuzhou,,"black",163,163,u⁴⁴,92,u ⁴⁴,
140,2483-170,Beijing,,"cold (of temperature)",2483,2483,liaŋ³⁵,170,l i a ŋ ³⁵,
141,2483-170,Jinan,,"cold (of temperature)",2483,2483,liaŋ⁴²,170,l i a ŋ ⁴²,
142,2483-170,Shenyang,,"cold (of temperature)",2483,2483,liaŋ³⁵,170,l i a ŋ ³⁵,
143,2483-170,Xian,,"cold (of temperature)",2483,2483,liɑŋ²⁴,170,l i ɑ ŋ ²⁴,
144,2483-170,Chengdu,,"cold (of temperature)",2483,2483,niaŋ³¹,170,n i a ŋ ³¹,
145,2483-170,Kunming,,"cold (of temperature)",2483,2483,liã³¹,170,l i ã ∼ ³¹,
146,2483-171,Hefei,,"cold (of temperature)",2483,2483,nən²⁴,171,n ə n ²⁴,
147,2483-170,Yangzhou,,"cold (of temperature)",2483,2483,liɑŋ³⁴,170,l i ɑ ŋ ³⁴,
148,2483-171,Suzhou,,"cold (of temperature)",2483,2483,laŋ³¹,171,l a ŋ ³¹,
149,2483-170,Wenzhou,,"cold (of temperature)",2483,2483,li³¹,170,l i ³¹,
150,2483-170,Changsha,,"cold (of temperature)",2483,2483,lian¹³,170,l i a n ¹³,
151,2483-170,Nanchang,,"cold (of temperature)",2483,2483,liɔŋ⁵⁵,170,l i ɔ ŋ ⁵⁵,
152,2483-171,Meixian,,"cold (of temperature)",2483,2483,laŋ⁴⁴,171,l a ŋ ⁴⁴,
153,2483-170,Guangzhou,,"cold (of temperature)",2483,2483,lœŋ²¹,170,l œ ŋ ²¹,
154,2483-170,Yangjiang,,"cold (of temperature)",2483,2483,liɛŋ⁴⁴³,170,l i ɛ ŋ ⁴⁴³,
155,2483-172,Xiamen,,"cold (of temperature)",2483,2483,tsʰin¹¹,172,tsʰ i n ¹¹,
156,2483-172,Chaozhou,,"cold (of temperature)",2483,2483,tsʰiŋ²¹³,172,tsʰ i ŋ ²¹³,
157,2483-172,Fuzhou,,"cold (of temperature)",2483,2483,tsʰeiŋ²¹³,172,tsʰ e i ŋ ²¹³,
158,706-88,Beijing,,"dark",706,706,xei⁵⁵,88,x e i ⁵⁵,
159,706-88,Jinan,,"dark",706,706,xei²¹³,88,x e i ²¹³,
160,706-90,Jinan,,"dark",706,706,ŋæ̃²¹,90,ŋ æ̃ ∼ ²¹,
161,706-90,Shenyang,,"dark",706,706,an⁴¹,90,a n ⁴¹,
162,706-90,Xian,,"dark",706,706,ŋæ̃⁴⁵,90,ŋ æ̃ ∼ ⁴⁵,
163,706-88,Chengdu,,"dark",706,706,xe³¹,88,x e ³¹,
164,706-88,Kunming,,"dark",706,706,xə³¹,88,x ə ³¹,
165,706-88,Hefei,,"dark",706,706,xɐʔ⁴,88,x ɐ ʔ ⁴,
166,706-90,Yangzhou,,"dark",706,706,ɛ̃⁵⁵,90,ɛ̃ ∼ ⁵⁵,
167,706-88,Yangzhou,,"dark",706,706,xəʔ⁴,88,x ə ʔ ⁴,
168,706-90,Suzhou,,"dark",706,706,ø⁵¹³,90,ø ⁵¹³,
169,706-88,Suzhou,,"dark",706,706,hɤʔ⁴,88,h ɤ ʔ ⁴,
170,706-90,Wenzhou,,"dark",706,706,ø¹²,90,ø ¹²,
171,706-90,Changsha,,"dark",706,706,ŋan⁵⁵,90,ŋ a n ⁵⁵,
172,706-90,Nanchang,,"dark",706,706,ŋɔn⁵⁵,90,ŋ ɔ n ⁵⁵,
173,706-90,Meixian,,"dark",706,706,am⁴²,90,a m ⁴²,
174,706-88,Guangzhou,,"dark",706,706,hɐk⁵,88,h ɐ k ⁵,
175,706-90,Yangjiang,,"dark",706,706,ɐm²⁴,90,ɐ m ²⁴,
176,706-90,Xiamen,,"dark",706,706,am¹¹,90,a m ¹¹,
177,706-90,Chaozhou,,"dark",706,706,am²¹³,90,a m ²¹³,
178,706-90,Fuzhou,,"dark",706,706,aŋ²¹³,90,a ŋ ²¹³,
179,1230-120,Beijing,,"dirty",1230,1230,tsaŋ⁵⁵,120,ts a ŋ ⁵⁵,
180,1230-120,Jinan,,"dirty",1230,1230,tsaŋ²¹³,120,ts a ŋ ²¹³,
181,1230-122,Shenyang,,"dirty",1230,1230,mai³⁵tʰai⁰,122,m a i ³⁵ tʰ a i ⁰,
182,1230-123,Xian,,"dirty",1230,1230,ŋɑŋ²¹tsɑŋ⁰,123,ŋ ɑ ŋ ²¹ ts ɑ ŋ ⁰,
183,1230-121,Xian,,"dirty",1230,1230,tsɑŋ²¹ɕi⁰,121,ts ɑ ŋ ²¹ ɕ i ⁰,
184,1230-124,Chengdu,,"dirty",1230,1230,o³¹tsʰo³¹₄₄,124,o ³¹ tsʰ o ³¹,
185,1230-120,Chengdu,,"dirty",1230,1230,tsaŋ⁴⁴,120,ts a ŋ ⁴⁴,
186,1230-120,Kunming,,"dirty",1230,1230,tsã⁴⁴,120,ts ã ∼ ⁴⁴,
187,1230-120,Hefei,,"dirty",1230,1230,tsɑ̃²¹²,120,ts ɑ̃ ∼ ²¹²,
188,1230-125,Hefei,,"dirty",1230,1230,ʂəʔ⁴nəŋ⁰,125,ʂ ə ʔ ⁴ n ə ŋ ⁰,
189,1230-120,Yangzhou,,"dirty",1230,1230,tsɑŋ³¹,120,ts ɑ ŋ ³¹,
190,1230-126,Yangzhou,,"dirty",1230,1230,u³¹tsɔ⁰,126,u ³¹ ts ɔ ⁰,
191,1230-124,Suzhou,,"dirty",1230,1230,oʔ⁴tsʰoʔ⁴,124,o ʔ ⁴ tsʰ o ʔ ⁴,
192,1230-127,Wenzhou,,"dirty",1230,1230,ɜ⁴⁴tsɜ⁴⁴,127,ɜ ⁴⁴ ts ɜ ⁴⁴,
193,1230-128,Changsha,,"dirty",1230,1230,la²⁴tʰa⁰,128,l a ²⁴ tʰ a ⁰,
194,1230-129,Nanchang,,"dirty",1230,1230,ŋa⁴²tsa⁴²,129,ŋ a ⁴² ts a ⁴²,
195,1230-130,Meixian,,"dirty",1230,1230,ɛu⁴²nɛu⁴²,130,ɛ u ⁴² n ɛ u ⁴²,
196,1230-132,Meixian,,"dirty",1230,1230,ɔ⁴⁴tsɔ⁴⁴,132,ɔ ⁴⁴ ts ɔ ⁴⁴,
197,1230-126,Guangzhou,,"dirty",1230,1230,wu⁵³tʃou⁵³,126,w u ⁵³ tʃ o u ⁵³,
198,1230-133,Guangzhou,,"dirty",1230,1230,la²³tʃa³⁵,133,l a ²³ tʃ a ³⁵,
199,1230-134,Yangjiang,,"dirty",1230,1230,ʃɐt²⁴jɐn²¹,134,ʃ ɐ t ²⁴ j ɐ n ²¹,
200,1230-126,Yangjiang,,"dirty",1230,1230,wu³³tʃou³³,126,w u ³³ tʃ o u ³³,
201,1230-135,Xiamen,,"dirty",1230,1230,lau²⁴₃₃siɔŋ²⁴,135,l a u ²⁴ s i ɔ ŋ ²⁴,
202,1230-136,Xiamen,,"dirty",1230,1230,lap³²₅sap³²,136,l a p ³² s a p ³²,
203,1230-138,Xiamen,,"dirty",1230,1230,am⁵⁵₃₃tsam⁵⁵,138,a m ⁵⁵ ts a m ⁵⁵,
204,1230-136,Chaozhou,,"dirty",1230,1230,laʔ²¹₃sap²¹,136,l a ʔ ²¹ s a p ²¹,
205,1230-139,Chaozhou,,"dirty",1230,1230,tsʰi³³₂₃i⁵⁵,139,tsʰ i ³³ i ⁵⁵,
206,1230-140,Fuzhou,,"dirty",1230,1230,na⁴⁴zia⁴⁴,140,n a ⁴⁴ z i a ⁴⁴,
207,1230-141,Fuzhou,,"dirty",1230,1230,ei²⁴²,141,e i ²⁴²,
208,1398-96,Beijing,,"dry",1398,1398,kan⁵⁵,96,k a n ⁵⁵,
209,1398-96,Jinan,,"dry",1398,1398,kæ̃²¹³,96,k æ̃ ∼ ²¹³,
210,1398-96,Shenyang,,"dry",1398,1398,kan³³,96,k a n ³³,
211,1398-96,Xian,,"dry",1398,1398,kæ̃²¹,96,k æ̃ ∼ ²¹,
212,1398-96,Chengdu,,"dry",1398,1398,kan⁴⁴,96,k a n ⁴⁴,
213,1398-96,Kunming,,"dry",1398,1398,kã⁴⁴,96,k ã ∼ ⁴⁴,
214,1398-96,Hefei,,"dry",1398,1398,kæ̃²¹²,96,k æ̃ ∼ ²¹²,
215,1398-96,Yangzhou,,"dry",1398,1398,kɛ̃³¹,96,k ɛ̃ ∼ ³¹,
216,1398-96,Suzhou,,"dry",1398,1398,kø⁴⁴,96,k ø ⁴⁴,
217,1398-96,Wenzhou,,"dry",1398,1398,ky⁴⁴,96,k y ⁴⁴,
218,1398-96,Changsha,,"dry",1398,1398,kan³³,96,k a n ³³,
219,1398-96,Nanchang,,"dry",1398,1398,kɔn⁴²,96,k ɔ n ⁴²,
220,1398-96,Meixian,,"dry",1398,1398,kɔn⁴⁴,96,k ɔ n ⁴⁴,
221,1398-96,Guangzhou,,"dry",1398,1398,kɔn⁵³,96,k ɔ n ⁵³,
222,1398-97,Yangjiang,,"dry",1398,1398,tʃau³³,97,tʃ a u ³³,
223,1398-98,Xiamen,,"dry",1398,1398,ta⁵⁵,98,t a ⁵⁵,
224,1398-96,Xiamen,,"dry",1398,1398,kan⁵⁵,96,k a n ⁵⁵,
225,1398-98,Chaozhou,,"dry",1398,1398,ta³³,98,t a ³³,
226,1398-98,Fuzhou,,"dry",1398,1398,ta⁴⁴,98,t a ⁴⁴,
227,1398-96,Fuzhou,,"dry",1398,1398,kaŋ⁴⁴,96,k a ŋ ⁴⁴,
228,672-144,Beijing,,"early",672,672,tsau²¹⁴,144,ts a u ²¹⁴,
229,672-144,Jinan,,"early",672,672,tsɔ⁵⁵,144,ts ɔ ⁵⁵,
230,672-144,Shenyang,,"early",672,672,tsau²¹³,144,ts a u ²¹³,
231,672-144,Xian,,"early",672,672,tsɑu⁵³,144,ts ɑ u ⁵³,
232,672-144,Chengdu,,"early",672,672,tsau⁵³,144,ts a u ⁵³,
233,672-144,Kunming,,"early",672,672,tsau⁵³,144,ts a u ⁵³,
234,672-144,Hefei,,"early",672,672,tsɔ²⁴,144,ts ɔ ²⁴,
235,672-144,Yangzhou,,"early",672,672,tsɔ⁴²,144,ts ɔ ⁴²,
236,672-144,Suzhou,,"early",672,672,tsæ⁴¹,144,ts æ ⁴¹,
237,672-144,Wenzhou,,"early",672,672,tsɜ⁴⁵,144,ts ɜ ⁴⁵,
238,672-144,Changsha,,"early",672,672,tsau⁴¹,144,ts a u ⁴¹,
239,672-144,Nanchang,,"early",672,672,tsau²¹³,144,ts a u ²¹³,
240,672-144,Meixian,,"early",672,672,tsau³¹,144,ts a u ³¹,
241,672-144,Guangzhou,,"early",672,672,tʃou³⁵,144,tʃ o u ³⁵,
242,672-144,Yangjiang,,"early",672,672,tʃou²¹,144,tʃ o u ²¹,
243,672-144,Xiamen,,"early",672,672,tsa⁵¹,144,ts a ⁵¹,
244,672-144,Chaozhou,,"early",672,672,tsa⁵³,144,ts a ⁵³,
245,672-144,Fuzhou,,"early",672,672,tsa³¹,144,ts a ³¹,
246,1429-78,Beijing,,"full",1429,1429,man²¹⁴,78,m a n ²¹⁴,
247,1429-78,Jinan,,"full",1429,1429,mæ̃⁵⁵,78,m æ̃ ∼ ⁵⁵,
248,1429-78,Shenyang,,"full",1429,1429,man²¹³,78,m a n ²¹³,
249,1429-78,Xian,,"full",1429,1429,mæ̃⁵³,78,m æ̃ ∼ ⁵³,
250,1429-78,Chengdu,,"full",1429,1429,man⁵³,78,m a n ⁵³,
251,1429-78,Kunming,,"full",1429,1429,mã⁵³,78,m ã ∼ ⁵³,
252,1429-78,Hefei,,"full",1429,1429,mʊ̃²⁴,78,m ʊ̃ ∼ ²⁴,
253,1429-78,Yangzhou,,"full",1429,1429,mõ⁴²,78,m õ ∼ ⁴²,
254,1429-78,Suzhou,,"full",1429,1429,mø³¹,78,m ø ³¹,
255,1429-78,Wenzhou,,"full",1429,1429,mø²⁴,78,m ø ²⁴,
256,1429-78,Changsha,,"full",1429,1429,mõ⁴¹,78,m õ ∼ ⁴¹,
257,1429-78,Nanchang,,"full",1429,1429,mɔn²¹³,78,m ɔ n ²¹³,
258,1429-78,Meixian,,"full",1429,1429,man⁴⁴,78,m a n ⁴⁴,
259,1429-78,Guangzhou,,"full",1429,1429,mun²³,78,m u n ²³,
260,1429-79,Yangjiang,,"full",1429,1429,mei²⁴,79,m e i ²⁴,
261,1429-78,Xiamen,,"full",1429,1429,mũã⁵¹,78,m ũ ã ∼ ⁵¹,
262,1429-78,Chaozhou,,"full",1429,1429,mũã⁵³,78,m ũ ã ∼ ⁵³,
263,1429-80,Chaozhou,,"full",1429,1429,tĩ³⁵,80,t ĩ ∼ ³⁵,
264,1429-81,Fuzhou,,"full",1429,1429,paʔ⁴,81,p a ʔ ⁴,
265,1035-148,Beijing,,"good",1035,1035,xau²¹⁴,148,x a u ²¹⁴,
266,1035-148,Jinan,,"good",1035,1035,xɔ⁵⁵,148,x ɔ ⁵⁵,
267,1035-149,Jinan,,"good",1035,1035,tɕʰiaŋ⁴²,149,tɕʰ i a ŋ ⁴²,
268,1035-148,Shenyang,,"good",1035,1035,xau²¹³,148,x a u ²¹³,
269,1035-148,Xian,,"good",1035,1035,xɑn⁵³,148,x ɑ n ⁵³,
270,1035-150,Xian,,"good",1035,1035,liɑu²⁴,150,l i ɑ u ²⁴,
271,1035-148,Chengdu,,"good",1035,1035,xau⁵³,148,x a u ⁵³,
272,1035-148,Kunming,,"good",1035,1035,xau⁵³,148,x a u ⁵³,
