ID,Cognateset_ID,Language_ID,ISO639P3code,Gloss,Concepticon_ID,Parameter_ID,Form,Class,Segments,Comment
45,4-5,NYAKUR,cbn,"this",1214,4,o7,5,o 7,
46,4-3,KHMER,khm,"this",1214,4,n3h,3,n 3 h,
47,4-3,SEMAI,sea,"this",1214,4,adEh,3,a d E h,
48,4-7,WA,wbm,"this",1214,4,in,7,i n,
49,4-8,KHMU,kjg,"this",1214,4,k3 ki,8,k 3 _ k i,
50,4-3,KHASI,kha,"this",1214,4,ne,3,n e,
51,4-3,MUNDARI,unr,"this",1214,4,ni i7,3,n i _ i 7,
52,5-1,BAHNAR,bdq,"that",78,5,ni,1,n i,
53,5-3,RUC,scb,"that",78,5,he,3,h e,
54,5-4,MON,mnw,"that",78,5,te7,4,t e 7,
55,5-4,NYAKUR,cbn,"that",78,5,te7,4,t e 7,
56,5-5,KHMER,khm,"that",78,5,noh,5,n o h,
57,5-2,KUI_THAILAND,kdt,"that",78,5,k3i,2,k 3 i,
58,5-6,SEMAI,sea,"that",78,5,aZeh,6,a Z e h,
59,5-7,WA,wbm,"that",78,5,an,7,a n,
60,5-8,DEANG,pce,"that",78,5,d3,8,d 3,
61,5-1,KHMU,kjg,"that",78,5,k3 ni,1,k 3 _ n i,
62,5-7,KSINMUL,puo,"that",78,5,p37ow,7,p 3 7 o w,
63,5-9,KHASI,kha,"that",78,5,ba,9,b a,
64,5-10,MUNDARI,unr,"that",78,5,han i7,10,h a n _ i 7,
65,6-1,JEH,jeh,"who",1235,6,bau,1,b a u,
66,6-1,BAHNAR,bdq,"who",1235,6,bu,1,b u,
67,6-2,RUC,scb,"who",1235,6,ay,2,a y,
68,6-3,NYAKUR,cbn,"who",1235,6,35ah,3,3 5 a h,
69,6-4,KHMER,khm,"who",1235,6,kh~3nao,4,kh~ 3 n a o,
70,6-4,KUI_THAILAND,kdt,"who",1235,6,naw,4,n a w,
71,6-1,SEMAI,sea,"who",1235,6,bo7,1,b o 7,
72,6-6,WA,wbm,"who",1235,6,mo7,6,m o 7,
73,6-7,DEANG,pce,"who",1235,6,se,7,s e,
74,6-6,KHMU,kjg,"who",1235,6,m3,6,m 3,
75,6-3,KSINMUL,puo,"who",1235,6,noh,3,n o h,
76,6-8,MUNDARI,unr,"who",1235,6,okoy,8,o k o y,
77,7-1,JEH,jeh,"what",1236,7,5ai,1,5 a i,
78,7-2,BAHNAR,bdq,"what",1236,7,ki3,2,k i 3,
79,7-3,CHRAU,crw,"what",1236,7,paC n7hy~a,3,p a C _ n 7 hy~ a,also: mo7
80,7-2,VIETNAMESE,vie,"what",1236,7,kai gi,2,k a i _ g i,
81,7-4,RUC,scb,"what",1236,7,Cam3,4,C a m 3,
82,7-5,MON,mnw,"what",1236,7,nu,5,n u,
83,7-4,NYAKUR,cbn,"what",1236,7,mo7,4,m o 7,
84,7-6,KHMER,khm,"what",1236,7,evi,6,e v i,
85,7-5,KUI_THAILAND,kdt,"what",1236,7,na,5,n a,
86,7-4,SEMAI,sea,"what",1236,7,mah,4,m a h,
87,7-8,WA,wbm,"what",1236,7,pati7,8,p a t i 7,
88,7-4,DEANG,pce,"what",1236,7,se muh,4,s e _ m u h,
89,7-4,KHMU,kjg,"what",1236,7,m3h,4,m 3 h,
90,7-4,KSINMUL,puo,"what",1236,7,h3lmoh,4,h 3 l m o h,
91,7-10,MUNDARI,unr,"what",1236,7,Ca na,10,C a _ n a,
92,8-1,BAHNAR,bdq,"no",1269,8,3h,1,3 h,
93,8-1,CHRAU,crw,"no",1269,8,sun,1,s u n,also: daN
94,8-2,VIETNAMESE,vie,"no",1269,8,kx~oN,2,kx~ o N,
95,8-3,RUC,scb,"no",1269,8,vaN,3,v a N,
96,8-4,MON,mnw,"no",1269,8,ha,4,h a,also: hw~a
97,8-10,NYAKUR,cbn,"no",1269,8,ku,10,k u,
98,8-5,KHMER,khm,"no",1269,8,min,5,m i n,
99,8-6,SEMAI,sea,"no",1269,8,pE7,6,p E 7,
100,8-7,WA,wbm,"no",1269,8,aN,7,a N,
101,8-8,KHASI,kha,"no",1269,8,em,8,e m,
102,8-9,MUNDARI,unr,"no",1269,8,ka,9,k a,
103,9-3,MON,mnw,"all",98,9,pa7uit,3,p a 7 u i t,
104,9-1,KHMER,khm,"all",98,9,tamN,1,t a m N,
105,9-4,KUI_THAILAND,kdt,"all",98,9,ai th~e,4,a i _ th~ e,
106,9-5,SEMAI,sea,"all",98,9,diC,5,d i C,
107,9-6,DEANG,pce,"all",98,9,dvi7,6,d v i 7,
108,9-7,KHMU,kjg,"all",98,9,ku,7,k u,
109,9-9,KHASI,kha,"all",98,9,baroh,9,b a r o h,
110,10-1,JEH,jeh,"many",1198,10,k3dram,1,k 3 d r a m,
111,10-2,BAHNAR,bdq,"many",1198,10,th~3r,2,th~ 3 r,
112,10-3,CHRAU,crw,"many",1198,10,go7,3,g o 7,
113,10-4,VIETNAMESE,vie,"many",1198,10,5ieu,4,5 i e u,
114,10-4,RUC,scb,"many",1198,10,5iw,4,5 i w,
115,10-5,MON,mnw,"many",1198,10,gluiN,5,g l u i N,
116,10-5,NYAKUR,cbn,"many",1198,10,kh~l3N,5,kh~ l 3 N,
117,10-6,KHMER,khm,"many",1198,10,Cr~a3n,6,Cr~ a 3 n,
118,10-7,KUI_THAILAND,kdt,"many",1198,10,dal,7,d a l,
119,10-8,SEMAI,sea,"many",1198,10,Z7~oy,8,Z7~ o y,
120,10-9,WA,wbm,"many",1198,10,hun,9,h u n,
121,10-1,DEANG,pce,"many",1198,10,mh~blam,1,mh~ b l a m,
122,10-10,KHMU,kjg,"many",1198,10,k3,10,k 3,
123,10-10,KSINMUL,puo,"many",1198,10,gay,10,g a y,
124,10-11,KHASI,kha,"many",1198,10,bun,11,b u n,
125,11-1,JEH,jeh,"one",1493,11,mui,1,m u i,
126,11-1,BAHNAR,bdq,"one",1493,11,mo5,1,m o 5,
127,11-1,CHRAU,crw,"one",1493,11,muoi,1,m u o i,also: du
128,11-1,VIETNAMESE,vie,"one",1493,11,mot,1,m o t,
129,11-1,RUC,scb,"one",1493,11,moiC,1,m o i C,
130,11-1,MON,mnw,"one",1493,11,mw~ay,1,mw~ a y,
131,11-1,NYAKUR,cbn,"one",1493,11,mu3y,1,m u 3 y,
132,11-1,KHMER,khm,"one",1493,11,muey,1,m u e y,
133,11-1,KUI_THAILAND,kdt,"one",1493,11,mui,1,m u i,
134,11-2,SEMAI,sea,"one",1493,11,nan37,2,n a n 3 7,
135,11-1,KHMU,kjg,"one",1493,11,moy,1,m o y,
136,11-4,KHASI,kha,"one",1493,11,wei,4,w e i,
137,11-1,MUNDARI,unr,"one",1493,11,miyod,1,m i y o d,
138,12-1,JEH,jeh,"two",1498,12,bal,1,b a l,
139,12-1,BAHNAR,bdq,"two",1498,12,bar,1,b a r,
140,12-1,CHRAU,crw,"two",1498,12,var,1,v a r,
141,12-1,VIETNAMESE,vie,"two",1498,12,hai,1,h a i,
142,12-1,RUC,scb,"two",1498,12,hal,1,h a l,
143,12-1,MON,mnw,"two",1498,12,ba,1,b a,
144,12-1,NYAKUR,cbn,"two",1498,12,bar,1,b a r,
145,12-1,KHMER,khm,"two",1498,12,bir,1,b i r,
146,12-1,KUI_THAILAND,kdt,"two",1498,12,bia,1,b i a,
147,12-1,SEMAI,sea,"two",1498,12,nar,1,n a r,
148,12-1,WA,wbm,"two",1498,12,ra,1,r a,
149,12-1,KHMU,kjg,"two",1498,12,par,1,p a r,
150,12-1,KHASI,kha,"two",1498,12,ar,1,a r,
151,12-1,MUNDARI,unr,"two",1498,12,bar,1,b a r,
152,13-1,JEH,jeh,"big",1202,13,tih,1,t i h,
153,13-1,BAHNAR,bdq,"big",1202,13,tih,1,t i h,
154,13-2,CHRAU,crw,"big",1202,13,ma7,2,m a 7,
155,13-3,VIETNAMESE,vie,"big",1202,13,lon,3,l o n,
156,13-4,RUC,scb,"big",1202,13,m3am,4,m 3 a m,
157,13-12,MON,mnw,"big",1202,13,Znok,12,Z n o k,
158,13-5,NYAKUR,cbn,"big",1202,13,3tol,5,3 t o l,
159,13-6,KHMER,khm,"big",1202,13,dh~om,6,dh~ o m,
160,13-7,KUI_THAILAND,kdt,"big",1202,13,ph~3t,7,ph~ 3 t,
161,13-5,SEMAI,sea,"big",1202,13,nt~oy,5,nt~ o y,
162,13-8,WA,wbm,"big",1202,13,tiN,8,t i N,
163,13-13,DEANG,pce,"big",1202,13,daN,13,d a N,
164,13-9,KHMU,kjg,"big",1202,13,nam,9,n a m,
165,13-5,KSINMUL,puo,"big",1202,13,do,5,d o,
166,13-10,KHASI,kha,"big",1202,13,kh~raw,10,kh~ r a w,
167,13-11,MUNDARI,unr,"big",1202,13,maraN,11,m a r a N,
168,14-1,JEH,jeh,"long",1203,14,proih,1,p r o i h,
169,14-2,BAHNAR,bdq,"long",1203,14,keZuN,2,k e Z u N,
170,14-2,CHRAU,crw,"long",1203,14,joN,2,j o N,
171,14-3,VIETNAMESE,vie,"long",1203,14,Zai,3,Z a i,
172,14-3,RUC,scb,"long",1203,14,yal,3,y a l,
173,14-2,MON,mnw,"long",1203,14,ZliN,2,Z l i N,
174,14-2,NYAKUR,cbn,"long",1203,14,kh~li5,2,kh~ l i 5,
175,14-4,KHMER,khm,"long",1203,14,vEN,4,v E N,
176,14-2,KUI_THAILAND,kdt,"long",1203,14,nth$r3N,2,nth$ r 3 N,
177,14-2,SEMAI,sea,"long",1203,14,Cr3kN,2,C r 3 k N,
178,14-2,WA,wbm,"long",1203,14,laN,2,l a N,
179,14-2,DEANG,pce,"long",1203,14,doN,2,d o N,
180,14-5,KHMU,kjg,"long",1203,14,waN,5,w a N,
181,14-2,KSINMUL,puo,"long",1203,14,3loN,2,3 l o N,
182,14-2,KHASI,kha,"long",1203,14,ZeroN,2,Z e r o N,
183,14-2,MUNDARI,unr,"long",1203,14,ZiliN,2,Z i l i N,
184,15-1,JEH,jeh,"small",1246,15,t3si,1,t 3 s i,
185,15-3,CHRAU,crw,"small",1246,15,ken,3,k e n,
186,15-4,VIETNAMESE,vie,"small",1246,15,5o,4,5 o,
187,15-5,RUC,scb,"small",1246,15,dEdE,5,d E d E,
188,15-4,MON,mnw,"small",1246,15,5i,4,5 i,
189,15-6,NYAKUR,cbn,"small",1246,15,nd~iC,6,nd~ i C,
190,15-6,KHMER,khm,"small",1246,15,tuC,6,t u C,
191,15-7,KUI_THAILAND,kdt,"small",1246,15,kEt,7,k E t,
192,15-8,SEMAI,sea,"small",1246,15,maCo*t,8,m a C o* t,
193,15-9,WA,wbm,"small",1246,15,iak,9,i a k,
194,15-6,DEANG,pce,"small",1246,15,diat,6,d i a t,
195,15-4,KHMU,kjg,"small",1246,15,nE,4,n E,
196,15-10,KSINMUL,puo,"small",1246,15,nek,10,n e k,
197,15-11,KHASI,kha,"small",1246,15,rit,11,r i t,
198,15-12,MUNDARI,unr,"small",1246,15,kuniN,12,k u n i N,
199,16-1,BAHNAR,bdq,"woman",962,16,drakan,1,d r a k a n,
200,16-3,MON,mnw,"woman",962,16,brau,3,b r a u,
201,16-3,NYAKUR,cbn,"woman",962,16,ph~3ph~raw,3,ph~ 3 ph~ r a w,
202,16-4,KUI_THAILAND,kdt,"woman",962,16,kuik3pai,4,k u i k 3 p a i,
203,16-5,SEMAI,sea,"woman",962,16,krdor,5,k r d o r,
204,16-6,WA,wbm,"woman",962,16,bun,6,b u n,
205,16-6,DEANG,pce,"woman",962,16,i pon,6,i _ p o n,
206,16-1,KHMU,kjg,"woman",962,16,C3mk3n,1,C 3 m k 3 n,
207,16-3,KHASI,kha,"woman",962,16,briw,3,b r i w,
208,16-9,MUNDARI,unr,"woman",962,16,kuri,9,k u r i,
209,17-1,BAHNAR,bdq,"man",1554,17,droNlo,1,d r o N l o,
210,17-3,MON,mnw,"man",1554,17,tru7,3,t r u 7,
211,17-3,NYAKUR,cbn,"man",1554,17,tuytruZ,3,t u y t r u Z,
212,17-4,KUI_THAILAND,kdt,"man",1554,17,kui th~ol,4,k u i _ th~ o l,
213,17-5,SEMAI,sea,"man",1554,17,kral,5,k r a l,
214,17-6,WA,wbm,"man",1554,17,sime7,6,s i m e 7,
215,17-6,DEANG,pce,"man",1554,17,mai,6,m a i,
216,17-3,KHASI,kha,"man",1554,17,ai briw,3,a i _ b r i w,
217,17-7,MUNDARI,unr,"man",1554,17,kora,7,k o r a,
218,18-1,JEH,jeh,"person",683,18,m3Nai,1,m 3 N a i,
219,18-1,BAHNAR,bdq,"person",683,18,b3Nai,1,b 3 N a i,
220,18-2,CHRAU,crw,"person",683,18,tamun,2,t a m u n,
221,18-1,VIETNAMESE,vie,"person",683,18,Nuoi,1,N u o i,
222,18-1,RUC,scb,"person",683,18,Nay,1,N a y,
223,18-3,KUI_THAILAND,kdt,"person",683,18,kui,3,k u i,
224,18-1,SEMAI,sea,"person",683,18,sn7~oy,1,s n7~ o y,
225,18-4,WA,wbm,"person",683,18,pui,4,p u i,
226,18-5,DEANG,pce,"person",683,18,to i,5,t o _ i,
227,18-6,KHMU,kjg,"person",683,18,k3mmu,6,k 3 mm u,
228,18-7,KSINMUL,puo,"person",683,18,ksiN,7,k s i N,
229,18-8,KHASI,kha,"person",683,18,briw,8,b r i w,
230,18-9,MUNDARI,unr,"person",683,18,horo,9,h o r o,
231,19-1,JEH,jeh,"fish",227,19,ka,1,k a,
232,19-1,BAHNAR,bdq,"fish",227,19,ka,1,k a,
233,19-1,CHRAU,crw,"fish",227,19,ka,1,k a,
234,19-1,VIETNAMESE,vie,"fish",227,19,ka,1,k a,
235,19-1,RUC,scb,"fish",227,19,aka,1,a k a,
236,19-1,MON,mnw,"fish",227,19,ka,1,k a,
237,19-1,NYAKUR,cbn,"fish",227,19,ka7,1,k a 7,
238,19-2,KHMER,khm,"fish",227,19,tr~i,2,tr~ i,
239,19-1,KUI_THAILAND,kdt,"fish",227,19,ka,1,k a,
240,19-1,SEMAI,sea,"fish",227,19,ka7,1,k a 7,
241,19-1,WA,wbm,"fish",227,19,ka7,1,k a 7,
242,19-1,DEANG,pce,"fish",227,19,ka,1,k a,
243,19-1,KHMU,kjg,"fish",227,19,ka,1,k a,
244,19-1,KSINMUL,puo,"fish",227,19,ka,1,k a,
245,19-1,KHASI,kha,"fish",227,19,dohkh~a,1,d o h kh~ a,
246,19-1,MUNDARI,unr,"fish",227,19,hai,1,h a i,
247,20-1,JEH,jeh,"bird",937,20,Cim,1,C i m,
248,20-1,BAHNAR,bdq,"bird",937,20,s3m,1,s 3 m,
249,20-1,CHRAU,crw,"bird",937,20,sum,1,s u m,
250,20-1,VIETNAMESE,vie,"bird",937,20,tim,1,t i m,
251,20-1,RUC,scb,"bird",937,20,iCim,1,i C i m,
252,20-1,MON,mnw,"bird",937,20,gaCem,1,g a C e m,
253,20-1,NYAKUR,cbn,"bird",937,20,5Ci3m,1,5 C i 3 m,
254,20-2,KHMER,khm,"bird",937,20,sat slap,2,s a t _ s l a p,
255,20-1,KUI_THAILAND,kdt,"bird",937,20,CEml,1,C E m l,
256,20-1,SEMAI,sea,"bird",937,20,CEpm~,1,C E pm~,
257,20-1,WA,wbm,"bird",937,20,sim,1,s i m,
258,20-1,DEANG,pce,"bird",937,20,siN,1,s i N,
259,20-1,KHMU,kjg,"bird",937,20,sim,1,s i m,
260,20-1,KSINMUL,puo,"bird",937,20,Cem,1,C e m,
261,20-1,KHASI,kha,"bird",937,20,sim,1,s i m,
262,21-1,JEH,jeh,"dog",2009,21,Co,1,C o,
263,21-2,BAHNAR,bdq,"dog",2009,21,ko,2,k o,
264,21-1,CHRAU,crw,"dog",2009,21,so,1,s o,
265,21-1,VIETNAMESE,vie,"dog",2009,21,to,1,t o,
266,21-1,RUC,scb,"dog",2009,21,aCo,1,a C o,
267,21-3,MON,mnw,"dog",2009,21,kluiw,3,k l u i w,
268,21-3,NYAKUR,cbn,"dog",2009,21,Ch~ur,3,Ch~ u r,
269,21-2,KHMER,khm,"dog",2009,21,Ch~3kE,2,Ch~ 3 k E,
270,21-1,KUI_THAILAND,kdt,"dog",2009,21,Ca,1,C a,
271,21-1,SEMAI,sea,"dog",2009,21,Co7,1,C o 7,
272,21-1,WA,wbm,"dog",2009,21,so7,1,s o 7,
273,21-5,DEANG,pce,"dog",2009,21,a7o7,5,a 7 o 7,
274,21-1,KHMU,kjg,"dog",2009,21,so,1,s o,
275,21-1,KSINMUL,puo,"dog",2009,21,ksew,1,k s e w,
276,21-1,KHASI,kha,"dog",2009,21,ksew,1,k s e w,
277,21-4,MUNDARI,unr,"dog",2009,21,seta,4,s e t a,
278,22-1,JEH,jeh,"louse",1392,22,k3Cay,1,k 3 C a y,
279,22-1,BAHNAR,bdq,"louse",1392,22,si,1,s i,
280,22-1,CHRAU,crw,"louse",1392,22,si,1,s i,
281,22-1,VIETNAMESE,vie,"louse",1392,22,ti,1,t i,
282,22-1,RUC,scb,"louse",1392,22,Ci,1,C i,
283,22-1,MON,mnw,"louse",1392,22,Cay,1,C a y,
284,22-1,NYAKUR,cbn,"louse",1392,22,Cay,1,C a y,
285,22-1,KHMER,khm,"louse",1392,22,Cay,1,C a y,
286,22-1,KUI_THAILAND,kdt,"louse",1392,22,5CE7,1,5 C E 7,
287,22-1,SEMAI,sea,"louse",1392,22,CE7,1,C E 7,
288,22-1,WA,wbm,"louse",1392,22,si7,1,s i 7,
289,22-1,DEANG,pce,"louse",1392,22,sai,1,s a i,
290,22-1,KHMU,kjg,"louse",1392,22,se,1,s e,
291,22-1,KSINMUL,puo,"louse",1392,22,cey,1,c e y,
292,22-1,KHASI,kha,"louse",1392,22,ksi,1,k s i,
293,22-1,MUNDARI,unr,"louse",1392,22,si ku,1,s i _ k u,
294,23-1,JEH,jeh,"tree",906,23,loN,1,l o N,
295,23-1,BAHNAR,bdq,"tree",906,23,loN,1,l o N,
296,23-2,CHRAU,crw,"tree",906,23,Ch~o,2,Ch~ o,
297,23-3,VIETNAMESE,vie,"tree",906,23,kay,3,k a y,
298,23-3,RUC,scb,"tree",906,23,k3y,3,k 3 y,
299,23-2,MON,mnw,"tree",906,23,Ch~u,2,Ch~ u,
300,23-2,NYAKUR,cbn,"tree",906,23,Ch~u7,2,Ch~ u 7,
301,23-2,KHMER,khm,"tree",906,23,ta3m Zh~a3,2,t a 3 m _ Zh~ a 3,
302,23-2,SEMAI,sea,"tree",906,23,Zh~u7,2,Zh~ u 7,
303,23-2,WA,wbm,"tree",906,23,kh~au7,2,kh~ a u 7,
304,23-5,DEANG,pce,"tree",906,23,he,5,h e,
305,23-6,KHMU,kjg,"tree",906,23,s37oN,6,s 3 7 o N,
306,23-6,KSINMUL,puo,"tree",906,23,C37u3N,6,C 3 7 u 3 N,
307,23-7,KHASI,kha,"tree",906,23,dieN,7,d i e N,
308,23-8,MUNDARI,unr,"tree",906,23,daru,8,d a r u,
309,24-1,VIETNAMESE,vie,"seed",714,24,hot,1,h o t,
310,24-1,RUC,scb,"seed",714,24,kayaN,1,k a y a N,
311,24-2,KHMER,khm,"seed",714,24,grap,2,g r a p,
312,24-3,KUI_THAILAND,kdt,"seed",714,24,klaN,3,k l a N,
313,24-4,SEMAI,sea,"seed",714,24,sip,4,s i p,
314,24-5,WA,wbm,"seed",714,24,sok,5,s o k,
315,24-6,DEANG,pce,"seed",714,24,kau,6,k a u,
316,24-7,KHMU,kjg,"seed",714,24,p3liar,7,p 3 l i a r,
317,24-8,KHASI,kha,"seed",714,24,sinai,8,s i n a i,
318,24-9,MUNDARI,unr,"seed",714,24,hita,9,h i t a,
319,25-1,JEH,jeh,"leaf",628,25,la,1,l a,
320,25-1,BAHNAR,bdq,"leaf",628,25,hla,1,h l a,
321,25-1,CHRAU,crw,"leaf",628,25,la,1,l a,
322,25-1,VIETNAMESE,vie,"leaf",628,25,la,1,l a,
323,25-1,RUC,scb,"leaf",628,25,ula,1,u l a,
324,25-1,MON,mnw,"leaf",628,25,sla,1,s l a,
325,25-1,NYAKUR,cbn,"leaf",628,25,hla7,1,h l a 7,
326,25-4,KHMER,khm,"leaf",628,25,s3l3k,4,s 3 l 3 k,
327,25-1,KUI_THAILAND,kdt,"leaf",628,25,sla,1,s l a,
328,25-1,SEMAI,sea,"leaf",628,25,sla7,1,s l a 7,
329,25-1,WA,wbm,"leaf",628,25,hla7,1,h l a 7,
330,25-1,DEANG,pce,"leaf",628,25,hla,1,h l a,
331,25-1,KHMU,kjg,"leaf",628,25,la,1,l a,
332,25-2,KSINMUL,puo,"leaf",628,25,b3w,2,b 3 w,
333,25-1,KHASI,kha,"leaf",628,25,sla,1,s l a,
334,25-3,MUNDARI,unr,"leaf",628,25,sakam,3,s a k a m,
335,26-1,JEH,jeh,"root",670,26,riah,1,r i a h,
336,26-1,BAHNAR,bdq,"root",670,26,r3h,1,r 3 h,
337,26-1,CHRAU,crw,"root",670,26,diyieh,1,d i y i e h,
338,26-1,VIETNAMESE,vie,"root",670,26,re,1,r e,
339,26-1,RUC,scb,"root",670,26,liErih,1,l i E r i h,
340,26-1,MON,mnw,"root",670,26,ruih,1,r u i h,
341,26-1,NYAKUR,cbn,"root",670,26,rihrak,1,r i h r a k,
342,26-1,KHMER,khm,"root",670,26,r3k,1,r 3 k,
343,26-1,KUI_THAILAND,kdt,"root",670,26,rEh,1,r E h,
344,26-1,SEMAI,sea,"root",670,26,r7~es,1,r7~ e s,
345,26-1,WA,wbm,"root",670,26,riah,1,r i a h,
346,26-1,DEANG,pce,"root",670,26,riaih,1,r i a i h,
347,26-1,KHMU,kjg,"root",670,26,rias,1,r i a s,
348,26-1,KSINMUL,puo,"root",670,26,geh,1,g e h,
349,26-1,KHASI,kha,"root",670,26,tinrai,1,t i n r a i,
350,26-1,MUNDARI,unr,"root",670,26,red,1,r e d,
351,27-1,JEH,jeh,"bark",1204,27,k3duh,1,k 3 d u h,
352,27-2,BAHNAR,bdq,"bark",1204,27,hmok,2,h m o k,
353,27-2,CHRAU,crw,"bark",1204,27,mo7,2,m o 7,
354,27-3,VIETNAMESE,vie,"bark",1204,27,vo kay,3,v o _ k a y,
355,27-1,RUC,scb,"bark",1204,27,k3duh,1,k 3 d u h,
356,27-4,MON,mnw,"bark",1204,27,sakow,4,s a k o w,
357,27-4,NYAKUR,cbn,"bark",1204,27,Nku3r,4,N k u 3 r,
358,27-2,KHMER,khm,"bark",1204,27,s3mbak,2,s 3 m b a k,
359,27-2,KUI_THAILAND,kdt,"bark",1204,27,mph~ua7,2,m ph~ u a 7,
360,27-5,SEMAI,sea,"bark",1204,27,Ckop,5,C k o p,
361,27-6,WA,wbm,"bark",1204,27,hlo7,6,h l o 7,
362,27-10,DEANG,pce,"bark",1204,27,go7,10,g o 7,
363,27-2,KHMU,kjg,"bark",1204,27,h3mpok,2,h 3 m p o k,
364,27-7,KSINMUL,puo,"bark",1204,27,b3N,7,b 3 N,
365,27-8,KHASI,kha,"bark",1204,27,snep,8,s n e p,
366,27-9,MUNDARI,unr,"bark",1204,27,harta,9,h a r t a,
367,28-1,JEH,jeh,"skin",763,28,pal,1,p a l,
368,28-2,BAHNAR,bdq,"skin",763,28,3kar,2,3 k a r,
369,28-3,CHRAU,crw,"skin",763,28,nto,3,n t o,
370,28-4,VIETNAMESE,vie,"skin",763,28,Za,4,Z a,
371,28-5,MON,mnw,"skin",763,28,snam,5,s n a m,
372,28-5,NYAKUR,cbn,"skin",763,28,hnam,5,h n a m,
373,28-6,KHMER,khm,"skin",763,28,s3pEk,6,s 3 p E k,
374,28-3,SEMAI,sea,"skin",763,28,gt37,3,g t 3 7,
375,28-7,WA,wbm,"skin",763,28,hak,7,h a k,
376,28-8,DEANG,pce,"skin",763,28,hur,8,h u r,
377,28-8,KHMU,kjg,"skin",763,28,h3mpur,8,h 3 m p u r,
378,28-9,KSINMUL,puo,"skin",763,28,b3N,9,b 3 N,
379,28-10,KHASI,kha,"skin",763,28,kh~oh,10,kh~ o h,
380,28-8,MUNDARI,unr,"skin",763,28,ur,8,u r,
381,29-1,JEH,jeh,"meat",634,29,sinek,1,s i n e k,
382,29-2,BAHNAR,bdq,"meat",634,29,5em,2,5 e m,
383,29-3,CHRAU,crw,"meat",634,29,goN,3,g o N,
384,29-1,VIETNAMESE,vie,"meat",634,29,8it,1,8 i t,
385,29-1,RUC,scb,"meat",634,29,sit,1,s i t,
386,29-4,MON,mnw,"meat",634,29,Cun,4,C u n,
387,29-5,NYAKUR,cbn,"meat",634,29,hw~a7,5,hw~ a 7,
388,29-1,KHMER,khm,"meat",634,29,saC,1,s a C,
389,29-1,KUI_THAILAND,kdt,"meat",634,29,saC,1,s a C,
