ID,Cognateset_ID,Language_ID,ISO639P3code,Gloss,Concepticon_ID,Parameter_ID,Form,Class,Segments,Comment
229,142-14,Banoni,bcm,"heavy",1210,142,papataŋa,14,p a p a t a ŋ a,
230,143-1,Banoni,bcm,"fire",221,143,dzai,1,d z a i,
231,148-33,Banoni,bcm,"white",1335,148,kekao,33,k e k a o,
232,152-1,Banoni,bcm,"small",1246,152,kikinaki,1,k i k i n a k i,
233,159-37,Banoni,bcm,"wide",1243,159,tataabana,37,t a t aa b a n a,
234,16-17,Banoni,bcm,"intestines",1991,16,kore-,17,k o r e,
235,163-1,Banoni,bcm,"new",1231,163,ghoom,1,g h oo m,
236,166-13,Banoni,bcm,"correct, true",1725,166,magoto,13,m a g o t o,
237,167-1,Banoni,bcm,"night",1233,167,boŋi,1,b o ŋ i,
238,17-1,Banoni,bcm,"liver",1224,17,date-,1,d a t e,
239,170-1,Banoni,bcm,"when?",1238,170,noisa,1,n o i s a,
240,176-45,Banoni,bcm,"below",1485,176,kopona,45,k o p o n a,
241,178-1,Banoni,bcm,"that",78,178,nana,1,n a n a,nabo 1
242,18-1,Banoni,bcm,"breast",1402,18,su-,1,s u,
243,181-10,Banoni,bcm,"where?",1237,181,na vai,10,n a _ v a i,[na] vai; vaia 10
244,184-15,Banoni,bcm,"he/she",262,184,nna,15,nn a,
245,185-1,Banoni,bcm,"we",1212,185,ghata,1,g h a t a,ghamam 2
246,186-1,Banoni,bcm,"you",1213,186,gham,1,g h a m,
247,187-7,Banoni,bcm,"they",817,187,nari,7,n a r i,
248,188-9,Banoni,bcm,"what?",1236,188,sua,9,s u a,hoa 9
249,189-1,Banoni,bcm,"who?",1235,189,see,1,s ee,hee 1
250,196-1,Banoni,bcm,"to count",1420,196,see,1,s ee,
251,197-1,Banoni,bcm,"One",1493,197,kadaken,1,k a d a k e n,
252,199-4,Banoni,bcm,"Three",492,199,dapisa,4,d a p i s a,
253,200-1,Banoni,bcm,"Four",1500,200,to|atsi,1,t o| a t s i,
254,25-27,Banoni,bcm,"neck",1333,25,kokoromo-,27,k o k o r o m o,
255,26-31,Banoni,bcm,"hair",1040,26,punu-,31,p u n u,
256,27-1,Banoni,bcm,"nose",1221,27,vivitsi-,1,v i v i t s i,visu- 1
257,3-5,Banoni,bcm,"right",1019,3,matoo-,5,m a t oo,
258,30-13,Banoni,bcm,"mouth",674,30,maŋo-,13,m a ŋ o,
259,32-7,Banoni,bcm,"tongue",1205,32,mea-,7,m e a,
260,34-1,Banoni,bcm,"to cry",1839,34,tanisi,1,t a n i s i,
261,37-40,Banoni,bcm,"to eat",1336,37,tam,40,t a m,
262,40-30,Banoni,bcm,"to drink",1401,40,kuu,30,k uu,
263,41-1,Banoni,bcm,"to bite",1403,41,kanata,1,k a n a t a,
264,42-20,Banoni,bcm,"to suck",1421,42,mutsi,20,m u t s i,
265,43-1,Banoni,bcm,"ear",1247,43,taŋina-,1,t a ŋ i n a,
266,45-1,Banoni,bcm,"eye",1248,45,mata-,1,m a t a,
267,46-13,Banoni,bcm,"to see",1409,46,reghe,13,r e g h e,
268,47-1,Banoni,bcm,"to yawn",1028,47,moghava,1,m o g h a v a,mogava 1
269,50-16,Banoni,bcm,"to dream",1920,50,tatara,16,t a t a r a,
270,51-79,Banoni,bcm,"to sit",1416,51,gonna,79,g o nn a,
271,52-2,Banoni,bcm,"to stand",1442,52,tsighom,2,t s i g h o m,pito 13
272,54-17,Banoni,bcm,"man/male",1554,54,tamata,17,t a m a t a,
273,56-5,Banoni,bcm,"child",2099,56,natsu,5,n a t s u,
274,57-23,Banoni,bcm,"husband",1200,57,tamata,23,t a m a t a,
275,59-1,Banoni,bcm,"mother",1216,59,tsina-,1,t s i n a,
276,6-1,Banoni,bcm,"road/path",667,6,sanana,1,s a n a n a,
277,60-1,Banoni,bcm,"father",1217,60,tama-,1,t a m a,
278,61-1,Banoni,bcm,"house",1252,61,numa,1,n u m a,
279,72-50,Banoni,bcm,"to hit",1433,72,tsunu,50,t s u n u,
280,74-18,Banoni,bcm,"to kill",1417,74,tsuna,18,t s u n a,vamate 2; venua 29
281,75-1,Banoni,bcm,"to die, be dead",1494,75,mate,1,m a t e,
282,77-1,Banoni,bcm,"to scratch",1436,77,ghe|ghano,1,g h e| g h a n o,
283,81-14,Banoni,bcm,"sharp",1396,81,gheeghame,14,g h ee g h a m e,
284,88-31,Banoni,bcm,"to squeeze",1414,88,togonopisu,31,t o g o n o p i s u,
285,9-12,Banoni,bcm,"to swim",1439,9,suu,12,s uu,
286,93-2,Banoni,bcm,"to pound, beat",354,93,tsuu,2,t s uu,
287,97-1,Banoni,bcm,"bird",937,97,manughu,1,m a n u g h u,
288,1-1,Bantik,bnq,"hand",1277,1,lima,1,l i m a,lrima 1
289,101-26,Bantik,bnq,"to fly",1441,101,taláʔ,26,t a l á ʔ,
290,102-22,Bantik,bnq,"rat",1490,102,tíkusuʔ,22,t í k u s u ʔ,
291,106-2,Bantik,bnq,"snake",730,106,uleʔ,2,u l e ʔ,
292,107-1,Bantik,bnq,"worm (earthworm)",1219,107,loloati,1,l o l o a t i,
293,108-1,Bantik,bnq,"louse",1392,108,kutu,1,k u t u,
294,109-25,Bantik,bnq,"mosquito",1509,109,tiníʔ,25,t i n í ʔ,
295,114-1,Bantik,bnq,"leaf",628,114,dauŋ,1,d a u ŋ,
296,115-3,Bantik,bnq,"root",670,115,hamuʔ,3,h a m u ʔ,
297,116-1,Bantik,bnq,"flower",239,116,buŋa|ŋ,1,b u ŋ a| ŋ,
298,117-1,Bantik,bnq,"fruit",1507,117,bua,1,b u a,
299,118-2,Bantik,bnq,"grass",606,118,dukuʔ,2,d u k u ʔ,
300,119-1,Bantik,bnq,"earth/soil",1228,119,tana,1,t a n a,
301,12-22,Bantik,bnq,"skin",763,12,pisi,22,p i s i,
302,120-1,Bantik,bnq,"stone",857,120,batu,1,b a t u,
303,122-17,Bantik,bnq,"water",948,122,ake,17,a k e,
304,124-1,Bantik,bnq,"sea",1474,124,tasiʔ,1,t a s i ʔ,
305,125-3,Bantik,bnq,"salt",1274,125,asiŋ,3,a s i ŋ,
306,127-2,Bantik,bnq,"woods/forest",420,127,kakayuaŋ,2,k a k a y u a ŋ,
307,128-1,Bantik,bnq,"sky",1732,128,laŋiʔ,1,l a ŋ i ʔ,
308,129-1,Bantik,bnq,"moon",1313,129,bulaŋ,1,b u l a ŋ,
309,13-1,Bantik,bnq,"back",1291,13,líkuduʔ,1,l í k u d u ʔ,
310,131-31,Bantik,bnq,"cloud",1489,131,binaba,31,b i n a b a,
311,133-14,Bantik,bnq,"rain",658,133,tahiti,14,t a h i t i,
312,134-35,Bantik,bnq,"thunder",1150,134,dulúʔ,35,d u l ú ʔ,
313,135-1,Bantik,bnq,"lightning",1654,135,kilaʔ,1,k i l a ʔ,
314,139-1,Bantik,bnq,"cold",1287,139,d|al|indíŋ,1,d| a l| i n d í ŋ,
315,14-1,Bantik,bnq,"belly",1251,14,tiaŋ,1,t i a ŋ,
316,140-1,Bantik,bnq,"dry",1398,140,mada,1,m a d a,
317,142-1,Bantik,bnq,"heavy",1210,142,baháʔ,1,b a h á ʔ,
318,143-13,Bantik,bnq,"fire",221,143,putuŋ,13,p u t u ŋ,
319,144-1,Bantik,bnq,"to burn",2102,144,tutuŋ,1,t u t u ŋ,
320,145-24,Bantik,bnq,"smoke",778,145,tipu,24,t i p u,
321,147-1,Bantik,bnq,"black",163,147,ituŋ,1,i t u ŋ,
322,148-40,Bantik,bnq,"white",1335,148,bida,40,b i d a,
323,15-2,Bantik,bnq,"bone",1394,15,duhi,2,d u h i,
324,150-29,Bantik,bnq,"yellow",1424,150,dídihiʔ,29,d í d i h i ʔ,
325,154-68,Bantik,bnq,"short",1645,154,pédekeʔ,68,p é d e k e ʔ,sana 22?
326,156-1,Bantik,bnq,"thin",1400,156,nípisiʔ,1,n í p i s i ʔ,
327,157-1,Bantik,bnq,"thick",1244,157,kapala,1,k a p a l a,
328,158-32,Bantik,bnq,"narrow",1267,158,seséʔ,32,s e s é ʔ,
329,159-19,Bantik,bnq,"wide",1243,159,lampadaʔ,19,l a m p a d a ʔ,
330,16-1,Bantik,bnq,"intestines",1991,16,tináy,1,t i n á y,
331,162-21,Bantik,bnq,"old",1229,162,gudaŋ,21,g u d a ŋ,
332,163-1,Bantik,bnq,"new",1231,163,buhú,1,b u h ú,
333,164-1,Bantik,bnq,"good",1035,164,pia,1,p i a,
334,165-1,Bantik,bnq,"bad, evil",1292,165,dalaiʔ,1,d a l a i ʔ,
335,169-1,Bantik,bnq,"year",1226,169,taoŋ,1,t a o ŋ,
336,17-1,Bantik,bnq,"liver",1224,17,atey,1,a t e y,
337,171-1,Bantik,bnq,"to hide",602,171,buni,1,b u n i,
338,172-36,Bantik,bnq,"to climb",1102,172,abiʔ,36,a b i ʔ,saka 2
339,173-16,Bantik,bnq,"at",1461,173,su,16,s u,
340,174-13,Bantik,bnq,"in, inside",1606,174,su huaŋ,13,s u _ h u a ŋ,
341,176-35,Bantik,bnq,"below",1485,176,su aluŋ,35,s u _ a l u ŋ,
342,18-1,Bantik,bnq,"breast",1402,18,susu,1,s u s u,
343,180-1,Bantik,bnq,"far",1406,180,daw,1,d a w,
344,182-1,Bantik,bnq,"I",1209,182,iaʔ,1,i a ʔ,
345,183-1,Bantik,bnq,"thou",1215,183,ikaw,1,i k a w,
