ID,Cognateset_ID,Language_ID,ISO639P3code,English_Gloss,Concepticon_ID,Parameter_ID,Form,Class,Segments,Comment
53,1461-313,Amami,,"at",1461,1461,naɴθɨ,313,n a ɴ θ ɨ,
54,1461-313,Kyōto,,"at",1461,1461,de,313,d e,
55,1461-313,Hachijō,,"at",1461,1461,de,313,d e,
56,1461-313,Shuri,,"at",1461,1461,uti,313,u t i,
57,1461-313,Kōchi,,"at",1461,1461,de,313,d e,
58,1461-313,Sado,,"at",1461,1461,de,313,d e,
59,1461-313,Oki,,"at",1461,1461,de,313,d e,
60,1461-313,Kagoshima,,"at",1461,1461,de,313,d e,
61,1291-283,Tōkyō,,"back",1291,1291,senaka,283,s e n a k a,
62,1291-284,Amami,,"back",1291,1291,xusi,284,x u s i,
63,1291-283,Kyōto,,"back",1291,1291,senaka,283,s e n a k a,
64,1291-282,Hachijō,,"back",1291,1291,hedaka,282,h e d a k a,
65,1291-285,Shuri,,"back",1291,1291,nagani,285,n a g a n i,
66,1291-283,Kōchi,,"back",1291,1291,senaka,283,s e n a k a,
67,1291-283,Sado,,"back",1291,1291,senaka,283,s e n a k a,
68,1291-283,Oki,,"back",1291,1291,sena,283,s e n a,
69,1291-283,Kagoshima,,"back",1291,1291,senaka,283,s e n a k a,
70,1292-379,Miyako,,"bad",1292,1292,fusaritam,379,f u s a r i t a m,
71,1292-379,Tōkyō,,"bad",1292,1292,kusatːa,379,k u s a tː a,
72,1292-379,Amami,,"bad",1292,1292,kusareθa,379,k u s a r e θ a,
73,1292-379,Kyōto,,"bad",1292,1292,kusatːa,379,k u s a tː a,
74,1292-379,Hachijō,,"bad",1292,1292,kusarua,379,k u s a r ua,
75,1292-379,Shuri,,"bad",1292,1292,kuʦːoːru,379,k u tːs oː r u,
76,1292-379,Kōchi,,"bad",1292,1292,kusatːa,379,k u s a tː a,
77,1292-379,Sado,,"bad",1292,1292,kusatːa,379,k u s a tː a,
78,1292-379,Oki,,"bad",1292,1292,kusatːa,379,k u s a tː a,
79,1292-379,Kagoshima,,"bad",1292,1292,kesːareta,379,k e sː a r e t a,
80,1204-65,Miyako,,"bark (of tree)",1204,1204,kaː,65,k aː,
81,1204-65,Tōkyō,,"bark (of tree)",1204,1204,kawa,65,k a w a,
82,1204-66,Amami,,"bark (of tree)",1204,1204,xɨɴxo,66,x ɨ ɴ x o,
83,1204-65,Kyōto,,"bark (of tree)",1204,1204,kawa,65,k a w a,
84,1204-65,Hachijō,,"bark (of tree)",1204,1204,kua,65,k ua,
85,1204-65,Shuri,,"bark (of tree)",1204,1204,kaː,65,k aː,
86,1204-65,Kōchi,,"bark (of tree)",1204,1204,kawa,65,k a w a,
87,1204-65,Sado,,"bark (of tree)",1204,1204,kawa,65,k a w a,
88,1204-65,Oki,,"bark (of tree)",1204,1204,kawa,65,k a w a,
89,1204-65,Kagoshima,,"bark (of tree)",1204,1204,kawa,65,k a w a,
90,1251-113,Miyako,,"belly",1251,1251,bata,113,b a t a,
91,1251-112,Tōkyō,,"belly",1251,1251,onaka,112,o n a k a,
92,1251-113,Amami,,"belly",1251,1251,waθa,113,w a θ a,
93,1251-111,Kyōto,,"belly",1251,1251,hara,111,h a r a,
94,1251-111,Hachijō,,"belly",1251,1251,hara,111,h a r a,
95,1251-113,Shuri,,"belly",1251,1251,wata,113,w a t a,
96,1251-111,Kōchi,,"belly",1251,1251,hara,111,h a r a,
97,1251-111,Sado,,"belly",1251,1251,hara,111,h a r a,
98,1251-111,Oki,,"belly",1251,1251,ɸara,111,ɸ a r a,
99,1251-111,Kagoshima,,"belly",1251,1251,hara,111,h a r a,
100,1202-38,Miyako,,"big",1202,1202,uku,38,u k u,
101,1202-38,Tōkyō,,"big",1202,1202,oːkiː,38,oː k iː,
102,1202-40,Amami,,"big",1202,1202,hwɨsːari,40,h w ɨ sː a r i,
103,1202-38,Kyōto,,"big",1202,1202,oːkiː,38,oː k iː,
104,1202-37,Hachijō,,"big",1202,1202,boːkʲa,37,b oː kʲ a,
105,1202-41,Shuri,,"big",1202,1202,magisaɴ,41,m a g i s a ɴ,
106,1202-39,Kōchi,,"big",1202,1202,hutoi,39,h u t oi,
107,1202-38,Sado,,"big",1202,1202,oːkiː,38,oː k iː,
108,1202-39,Oki,,"big",1202,1202,ɸuteː,39,ɸ u t eː,
109,1202-39,Kagoshima,,"big",1202,1202,hute,39,h u t e,
110,937-60,Miyako,,"bird",937,937,tui,60,t ui,
111,937-60,Tōkyō,,"bird",937,937,tori,60,t o r i,
112,937-60,Amami,,"bird",937,937,θuri,60,θ u r i,
113,937-60,Kyōto,,"bird",937,937,tori,60,t o r i,
114,937-60,Hachijō,,"bird",937,937,torime,60,t o r i m e,
115,937-60,Shuri,,"bird",937,937,tui,60,t ui,
116,937-60,Kōchi,,"bird",937,937,tori,60,t o r i,
117,937-60,Sado,,"bird",937,937,tori,60,t o r i,
118,937-60,Oki,,"bird",937,937,tori,60,t o r i,
119,937-60,Kagoshima,,"bird",937,937,toiː,60,t o iː,
120,1403-127,Miyako,,"bite",1403,1403,fuː,127,f uː,
121,1403-128,Tōkyō,,"bite",1403,1403,kamiʦuku,128,k a m i ts u k u,
122,1403-126,Amami,,"bite",1403,1403,kuiʦɨkɨruri,126,k ui ts ɨ k ɨ r u r i,
123,1403-128,Kyōto,,"bite",1403,1403,kamiʦuku,128,k a m i ts u k u,
124,1403-126,Hachijō,,"bite",1403,1403,kuiʦuku,126,k ui ts u k u,
125,1403-126,Shuri,,"bite",1403,1403,kuːjuɴ,126,k uː j u ɴ,
126,1403-126,Kōchi,,"bite",1403,1403,kuituku,126,k ui t u k u,
127,1403-128,Sado,,"bite",1403,1403,kamiʦuku,128,k a m i ts u k u,
128,1403-128,Oki,,"bite",1403,1403,kamu,128,k a m u,
129,1403-128,Kagoshima,,"bite",1403,1403,kaɴʦu,128,k a ɴ ts u,
130,163-195,Miyako,,"black",163,163,fu,195,f u,
131,163-195,Tōkyō,,"black",163,163,kuroi,195,k u r oi,
132,163-195,Amami,,"black",163,163,kurusari,195,k u r u s a r i,
133,163-195,Kyōto,,"black",163,163,kuroi,195,k u r oi,
134,163-195,Hachijō,,"black",163,163,kurokʲa,195,k u r o kʲ a,
135,163-195,Shuri,,"black",163,163,kurusaɴ,195,k u r u s a ɴ,
136,163-195,Kōchi,,"black",163,163,kuroi,195,k u r oi,
137,163-195,Sado,,"black",163,163,kuroi,195,k u r oi,
138,163-195,Oki,,"black",163,163,kureː,195,k u r eː,
139,163-195,Kagoshima,,"black",163,163,kure,195,k u r e,
140,946-71,Miyako,,"blood",946,946,akaʦɨ,71,a k a ts ɨ,
141,946-71,Tōkyō,,"blood",946,946,ʨi,71,tɕ i,
142,946-71,Amami,,"blood",946,946,ʨi,71,tɕ i,
143,946-71,Kyōto,,"blood",946,946,ʨiː,71,tɕ iː,
144,946-71,Hachijō,,"blood",946,946,ʨi,71,tɕ i,
145,946-71,Shuri,,"blood",946,946,ʨiː,71,tɕ iː,
146,946-71,Kōchi,,"blood",946,946,ti,71,t i,
147,946-71,Sado,,"blood",946,946,ʨi,71,tɕ i,
148,946-71,Oki,,"blood",946,946,ʨi,71,tɕ i,
149,946-71,Kagoshima,,"blood",946,946,ʨiː,71,tɕ iː,
150,175-435,Miyako,,"blow",175,175,fːu,435,fː u,
151,175-435,Tōkyō,,"blow",175,175,huku,435,h u k u,
152,175-435,Amami,,"blow",175,175,hukuri,435,h u k u r i,
153,175-435,Kyōto,,"blow",175,175,huku,435,h u k u,
154,175-435,Hachijō,,"blow",175,175,huku,435,h u k u,
155,175-435,Shuri,,"blow",175,175,huʦuɴ,435,h u ts u ɴ,
156,175-435,Kōchi,,"blow",175,175,huku,435,h u k u,
157,175-435,Sado,,"blow",175,175,huku,435,h u k u,
158,175-435,Oki,,"blow",175,175,ɸuku,435,ɸ u k u,
159,175-435,Kagoshima,,"blow",175,175,hu,435,h u,
160,1394-76,Miyako,,"bone",1394,1394,puni,76,p u n i,
161,1394-76,Tōkyō,,"bone",1394,1394,hone,76,h o n e,
162,1394-76,Amami,,"bone",1394,1394,hunɨ,76,h u n ɨ,
163,1394-76,Kyōto,,"bone",1394,1394,hone,76,h o n e,
164,1394-76,Hachijō,,"bone",1394,1394,hone,76,h o n e,
165,1394-76,Shuri,,"bone",1394,1394,huni,76,h u n i,
166,1394-76,Kōchi,,"bone",1394,1394,hone,76,h o n e,
167,1394-76,Sado,,"bone",1394,1394,hone,76,h o n e,
168,1394-76,Oki,,"bone",1394,1394,ɸone,76,ɸ o n e,
169,1394-76,Kagoshima,,"bone",1394,1394,hone,76,h o n e,
170,1402-116,Miyako,,"breast",1402,1402,mːifuʦɨ,116,mː i f u ts ɨ,
171,1402-116,Tōkyō,,"breast",1402,1402,mune,116,m u n e,
172,1402-116,Amami,,"breast",1402,1402,munɨ,116,m u n ɨ,
173,1402-116,Kyōto,,"breast",1402,1402,mune,116,m u n e,
174,1402-116,Hachijō,,"breast",1402,1402,mune,116,m u n e,
175,1402-116,Shuri,,"breast",1402,1402,ɴni,116,ɴ n i,
176,1402-116,Kōchi,,"breast",1402,1402,mune,116,m u n e,
177,1402-116,Sado,,"breast",1402,1402,mune,116,m u n e,
178,1402-116,Oki,,"breast",1402,1402,ɴne,116,ɴ n e,
179,1402-116,Kagoshima,,"breast",1402,1402,muine,116,m ui n e,
180,2102-186,Miyako,,"burn",2102,2102,muiɭ,186,m ui ɭ,
181,2102-186,Tōkyō,,"burn",2102,2102,moeru,186,m o e r u,
182,2102-186,Amami,,"burn",2102,2102,meːruri,186,m eː r u r i,
183,2102-186,Kyōto,,"burn",2102,2102,moeru,186,m o e r u,
184,2102-186,Hachijō,,"burn",2102,2102,mieru,186,m ie r u,
185,2102-186,Shuri,,"burn",2102,2102,meːjuɴ,186,m eː j u ɴ,
186,2102-186,Kōchi,,"burn",2102,2102,moeru,186,m o e r u,
187,2102-186,Sado,,"burn",2102,2102,moeru,186,m o e r u,
188,2102-186,Oki,,"burn",2102,2102,moeru,186,m o e r u,
189,2102-186,Kagoshima,,"burn",2102,2102,moiju,186,m oi j u,
190,2099-345,Miyako,,"child",2099,2099,jarabi,345,j a r a b i,
191,2099-344,Tōkyō,,"child",2099,2099,kodomo,344,k o d o m o,
192,2099-345,Amami,,"child",2099,2099,warabɨ,345,w a r a b ɨ,
193,2099-344,Kyōto,,"child",2099,2099,kodomo,344,k o d o m o,
194,2099-344,Hachijō,,"child",2099,2099,kodomo,344,k o d o m o,
195,2099-345,Shuri,,"child",2099,2099,warabi,345,w a r a b i,
196,2099-344,Kōchi,,"child",2099,2099,kodomo,344,k o d o m o,
197,2099-344,Sado,,"child",2099,2099,kodomo,344,k o d o m o,
198,2099-344,Oki,,"child",2099,2099,kodomo,344,k o d o m o,
199,2099-344,Kagoshima,,"child",2099,2099,koidoɴ,344,k oi d o ɴ,
200,72-103,Miyako,,"claw",72,72,ʦɨmi,103,ts ɨ m i,
201,72-103,Tōkyō,,"claw",72,72,ʦume,103,ts u m e,
202,72-103,Amami,,"claw",72,72,ʦɨmɨ,103,ts ɨ m ɨ,
203,72-103,Kyōto,,"claw",72,72,ʦume,103,ts u m e,
204,72-103,Hachijō,,"claw",72,72,ʦume,103,ts u m e,
205,72-103,Shuri,,"claw",72,72,ɕimi,103,ɕ i m i,
206,72-103,Kōchi,,"claw",72,72,tume,103,t u m e,
207,72-103,Sado,,"claw",72,72,ʦume,103,ts u m e,
208,72-103,Oki,,"claw",72,72,ʦume,103,ts u m e,
209,72-103,Kagoshima,,"claw",72,72,ʦuime,103,ts ui m e,
210,1489-180,Miyako,,"cloud",1489,1489,fumu,180,f u m u,
211,1489-180,Tōkyō,,"cloud",1489,1489,kumo,180,k u m o,
212,1489-180,Amami,,"cloud",1489,1489,kumo,180,k u m o,
213,1489-180,Kyōto,,"cloud",1489,1489,kumo,180,k u m o,
214,1489-180,Hachijō,,"cloud",1489,1489,kumo,180,k u m o,
215,1489-180,Shuri,,"cloud",1489,1489,kumu,180,k u m u,
216,1489-180,Kōchi,,"cloud",1489,1489,kumo,180,k u m o,
217,1489-180,Sado,,"cloud",1489,1489,kumo,180,k u m o,
218,1489-180,Oki,,"cloud",1489,1489,kumo,180,k u m o,
219,1489-180,Kagoshima,,"cloud",1489,1489,kumo,180,k u m o,
220,1287-201,Miyako,,"cold",1287,1287,piʃi,201,p i ʃ i,
221,1287-203,Tōkyō,,"cold",1287,1287,samui,203,s a m ui,
222,1287-201,Amami,,"cold",1287,1287,higurusari,201,h i g u r u s a r i,
223,1287-203,Kyōto,,"cold",1287,1287,sabui,203,s a b ui,
224,1287-202,Hachijō,,"cold",1287,1287,kogiete,202,k o g ie t e,
225,1287-201,Shuri,,"cold",1287,1287,hwiːsaɴ,201,h w iː s a ɴ,
226,1287-201,Kōchi,,"cold",1287,1287,hijai,201,h i j ai,
227,1287-203,Sado,,"cold",1287,1287,samui,203,s a m ui,
228,1287-203,Oki,,"cold",1287,1287,sabiː,203,s a b iː,
229,1287-203,Kagoshima,,"cold",1287,1287,sami,203,s a m i,
230,1446-147,Miyako,,"come",1446,1446,fuː,147,f uː,
231,1446-149,Tōkyō,,"come",1446,1446,kuru,149,k u r u,
232,1446-149,Amami,,"come",1446,1446,xuri,149,x u r i,
233,1446-149,Kyōto,,"come",1446,1446,kuru,149,k u r u,
234,1446-149,Hachijō,,"come",1446,1446,kuru,149,k u r u,
235,1446-148,Shuri,,"come",1446,1446,ʦuːɴ,148,ts uː ɴ,
236,1446-149,Kōchi,,"come",1446,1446,kuru,149,k u r u,
237,1446-149,Sado,,"come",1446,1446,kuru,149,k u r u,
238,1446-149,Oki,,"come",1446,1446,kuru,149,k u r u,
239,1446-149,Kagoshima,,"come",1446,1446,ku,149,k u,
240,1725-392,Miyako,,"correct (right)",1725,1725,atariːduːɭ,392,a t a r iː d uː ɭ,
241,1725-387,Tōkyō,,"correct (right)",1725,1725,iː,387,iː,
242,1725-390,Amami,,"correct (right)",1725,1725,iʨːari,390,i tːɕ a r i,
243,1725-387,Kyōto,,"correct (right)",1725,1725,eː,387,eː,
244,1725-393,Hachijō,,"correct (right)",1725,1725,jokːja,393,j o kː j a,
245,1725-391,Shuri,,"correct (right)",1725,1725,jutaɕaɴ,391,j u t a ɕ a ɴ,
246,1725-387,Kōchi,,"correct (right)",1725,1725,eː,387,eː,
247,1725-388,Sado,,"correct (right)",1725,1725,tadasiː,388,t a d a s iː,
248,1725-387,Oki,,"correct (right)",1725,1725,eː,387,eː,
249,1725-389,Kagoshima,,"correct (right)",1725,1725,naiːʨo,389,n a iː tɕ o,
250,1432-347,Miyako,,"cut",1432,1432,ʦɨːʦɨː,347,ts ɨː ts ɨː,
251,1432-347,Tōkyō,,"cut",1432,1432,kiru,347,k i r u,
252,1432-347,Amami,,"cut",1432,1432,kiruri,347,k i r u r i,
253,1432-347,Kyōto,,"cut",1432,1432,kiru,347,k i r u,
254,1432-347,Hachijō,,"cut",1432,1432,kiru,347,k i r u,
255,1432-347,Shuri,,"cut",1432,1432,ʨijuɴ,347,tɕ i j u ɴ,
256,1432-347,Kōchi,,"cut",1432,1432,kiru,347,k i r u,
257,1432-347,Sado,,"cut",1432,1432,kiru,347,k i r u,
258,1432-347,Oki,,"cut",1432,1432,kiru,347,k i r u,
259,1432-347,Kagoshima,,"cut",1432,1432,kit,347,k i t,
260,706-346,Miyako,,"dark",706,706,fːa,346,fː a,
261,706-346,Tōkyō,,"dark",706,706,kurai,346,k u r ai,
262,706-346,Amami,,"dark",706,706,kurasari,346,k u r a s a r i,
263,706-346,Kyōto,,"dark",706,706,kurai,346,k u r ai,
264,706-346,Hachijō,,"dark",706,706,kurakʲa,346,k u r a kʲ a,
265,706-346,Shuri,,"dark",706,706,kurasaɴ,346,k u r a s a ɴ,
266,706-346,Kōchi,,"dark",706,706,kurai,346,k u r ai,
267,706-346,Sado,,"dark",706,706,kurai,346,k u r ai,
268,706-346,Oki,,"dark",706,706,kureː,346,k u r eː,
269,706-346,Kagoshima,,"dark",706,706,kuire,346,k ui r e,
270,1225-263,Miyako,,"day",1225,1225,sɨkama,263,s ɨ k a m a,
271,1225-262,Tōkyō,,"day",1225,1225,hiruma,262,h i r u m a,
272,1225-262,Amami,,"day",1225,1225,hiruhiɴma,262,h i r u h i ɴ m a,
273,1225-262,Kyōto,,"day",1225,1225,hiruma,262,h i r u m a,
274,1225-262,Hachijō,,"day",1225,1225,hiruma,262,h i r u m a,
275,1225-262,Shuri,,"day",1225,1225,hwiru,262,h w i r u,
276,1225-262,Kōchi,,"day",1225,1225,hiruma,262,h i r u m a,
277,1225-262,Sado,,"day",1225,1225,hiruma,262,h i r u m a,
278,1225-262,Oki,,"day",1225,1225,ɸiru,262,ɸ i r u,
279,1225-262,Kagoshima,,"day",1225,1225,hiːi,262,h iː i,
280,1494-138,Miyako,,"die",1494,1494,sɨn,138,s ɨ n,
281,1494-138,Tōkyō,,"die",1494,1494,sinu,138,s i n u,
282,1494-138,Amami,,"die",1494,1494,simʲuri,138,s i mʲ u r i,
283,1494-138,Kyōto,,"die",1494,1494,sinu,138,s i n u,
284,1494-137,Hachijō,,"die",1494,1494,marubu,137,m a r u b u,
285,1494-138,Shuri,,"die",1494,1494,sinuɴ,138,s i n u ɴ,
286,1494-138,Kōchi,,"die",1494,1494,sinuru,138,s i n u r u,
287,1494-138,Sado,,"die",1494,1494,sinu,138,s i n u,
288,1494-138,Oki,,"die",1494,1494,sinoru,138,s i n o r u,
289,1494-138,Kagoshima,,"die",1494,1494,siːɴ,138,s iː ɴ,
290,1418-414,Miyako,,"dig",1418,1418,puɭ,414,p u ɭ,
291,1418-414,Tōkyō,,"dig",1418,1418,horu,414,h o r u,
292,1418-414,Amami,,"dig",1418,1418,hururi,414,h u r u r i,
293,1418-414,Kyōto,,"dig",1418,1418,horu,414,h o r u,
294,1418-414,Hachijō,,"dig",1418,1418,horu,414,h o r u,
295,1418-414,Shuri,,"dig",1418,1418,hujuɴ,414,h u j u ɴ,
296,1418-414,Kōchi,,"dig",1418,1418,horu,414,h o r u,
297,1418-414,Sado,,"dig",1418,1418,horu,414,h o r u,
298,1418-414,Oki,,"dig",1418,1418,horu,414,h o r u,
299,1418-414,Kagoshima,,"dig",1418,1418,ho,414,h o,
300,1230-375,Miyako,,"dirty",1230,1230,ʃːanagi,375,ʃː a n a g i,
301,1230-370,Tōkyō,,"dirty",1230,1230,kitanai,370,k i t a n ai,
302,1230-373,Amami,,"dirty",1230,1230,janagesari,373,j a n a g e s a r i,
303,1230-370,Kyōto,,"dirty",1230,1230,kitanai,370,k i t a n ai,
304,1230-370,Hachijō,,"dirty",1230,1230,kitanakʲa,370,k i t a n a kʲ a,
305,1230-374,Shuri,,"dirty",1230,1230,hagoːsaɴ,374,h a g oː s a ɴ,
306,1230-372,Kōchi,,"dirty",1230,1230,dakina,372,d a k i n a,
307,1230-371,Sado,,"dirty",1230,1230,jogoretoru,371,j o g o r e t o r u,
308,1230-370,Oki,,"dirty",1230,1230,kitaneː,370,k i t a n eː,
309,1230-370,Kagoshima,,"dirty",1230,1230,kisːane,370,k i sː a n e,
310,2009-62,Miyako,,"dog",2009,2009,in,62,i n,
311,2009-62,Tōkyō,,"dog",2009,2009,inu,62,i n u,
312,2009-62,Amami,,"dog",2009,2009,ʔiɴ,62,ʔ i ɴ,
313,2009-62,Kyōto,,"dog",2009,2009,inu,62,i n u,
314,2009-61,Hachijō,,"dog",2009,2009,ʨiɴme,61,tɕ i ɴ m e,
315,2009-62,Shuri,,"dog",2009,2009,ʔiɴ,62,ʔ i ɴ,
316,2009-62,Kōchi,,"dog",2009,2009,inu,62,i n u,
317,2009-62,Sado,,"dog",2009,2009,inu,62,i n u,
318,2009-62,Oki,,"dog",2009,2009,eno,62,e n o,
319,2009-62,Kagoshima,,"dog",2009,2009,iɴ,62,i ɴ,
320,1326-446,Miyako,,"down",1326,1326,sɨtaːra,446,s ɨ t aː r a,
321,1326-446,Tōkyō,,"down",1326,1326,sitae,446,s i t a e,
322,1326-446,Amami,,"down",1326,1326,ɕaːʨi,446,ɕ aː tɕ i,
323,1326-446,Kyōto,,"down",1326,1326,sitae,446,s i t a e,
324,1326-446,Hachijō,,"down",1326,1326,sita,446,s i t a,
325,1326-446,Shuri,,"down",1326,1326,siʦaɴkai,446,s i ts a ɴ k ai,
326,1326-446,Kōchi,,"down",1326,1326,sita,446,s i t a,
327,1326-446,Sado,,"down",1326,1326,sita,446,s i t a,
328,1326-446,Oki,,"down",1326,1326,sita,446,s i t a,
329,1326-446,Kagoshima,,"down",1326,1326,site,446,s i t e,
330,1401-120,Miyako,,"drink",1401,1401,num,120,n u m,
331,1401-120,Tōkyō,,"drink",1401,1401,nomu,120,n o m u,
332,1401-120,Amami,,"drink",1401,1401,numuri,120,n u m u r i,
333,1401-120,Kyōto,,"drink",1401,1401,nomu,120,n o m u,
334,1401-120,Hachijō,,"drink",1401,1401,nomu,120,n o m u,
335,1401-120,Shuri,,"drink",1401,1401,nunuɴ,120,n u n u ɴ,
336,1401-120,Kōchi,,"drink",1401,1401,nomu,120,n o m u,
337,1401-120,Sado,,"drink",1401,1401,nomu,120,n o m u,
338,1401-120,Oki,,"drink",1401,1401,nomu,120,n o m u,
339,1401-120,Kagoshima,,"drink",1401,1401,noɴ,120,n o ɴ,
340,1398-217,Miyako,,"dry",1398,1398,kaːraʦɨ,217,k aː r a ts ɨ,
341,1398-218,Tōkyō,,"dry",1398,1398,kawaita,218,k a w ai t a,
342,1398-217,Amami,,"dry",1398,1398,xoraʨaɴ,217,x o r a tɕ a ɴ,
343,1398-218,Kyōto,,"dry",1398,1398,kawaita,218,k a w ai t a,
344,1398-218,Hachijō,,"dry",1398,1398,kuatːe,218,k ua tː e,
345,1398-217,Shuri,,"dry",1398,1398,kaːraʦoːru,217,k aː r a ts oː r u,
346,1398-218,Kōchi,,"dry",1398,1398,kawaita,218,k a w ai t a,
347,1398-219,Sado,,"dry",1398,1398,hoseta,219,h o s e t a,
348,1398-220,Oki,,"dry",1398,1398,ɸita,220,ɸ i t a,
349,1398-218,Kagoshima,,"dry",1398,1398,kaeta,218,k a e t a,
350,379-366,Miyako,,"dull",379,379,pizuriːduːɭ,366,p i z u r iː d uː ɭ,
351,379-362,Tōkyō,,"dull",379,379,kirenai,362,k i r e n ai,
352,379-362,Amami,,"dull",379,379,kiriraɴ,362,k i r i r a ɴ,
353,379-362,Kyōto,,"dull",379,379,kireheɴ,362,k i r e h e ɴ,
354,379-362,Hachijō,,"dull",379,379,kireɴnua,362,k i r e ɴ n ua,
355,379-365,Shuri,,"dull",379,379,tataɴ,365,t a t a ɴ,
356,379-364,Kōchi,,"dull",379,379,namakura,364,n a m a k u r a,
357,379-363,Sado,,"dull",379,379,nibui,363,n i b ui,
358,379-362,Oki,,"dull",379,379,kireɴ,362,k i r e ɴ,
359,379-362,Kagoshima,,"dull",379,379,kireɴ,362,k i r e ɴ,
360,2-451,Miyako,,"dust",2,2,puki,451,p u k i,
361,2-451,Tōkyō,,"dust",2,2,hokori,451,h o k o r i,
362,2-453,Amami,,"dust",2,2,huhuɴ,453,h u h u ɴ,
363,2-451,Kyōto,,"dust",2,2,hokori,451,h o k o r i,
364,2-451,Hachijō,,"dust",2,2,hokori,451,h o k o r i,
365,2-451,Shuri,,"dust",2,2,hukui,451,h u k ui,
366,2-451,Kōchi,,"dust",2,2,hokori,451,h o k o r i,
367,2-451,Sado,,"dust",2,2,hokori,451,h o k o r i,
368,2-451,Oki,,"dust",2,2,hoke,451,h o k e,
369,2-452,Kagoshima,,"dust",2,2,goɴ,452,g o ɴ,
370,1247-95,Miyako,,"ear",1247,1247,mim,95,m i m,
371,1247-95,Tōkyō,,"ear",1247,1247,mimi,95,m i m i,
