ID,Cognateset_ID,Language_ID,ISO639P3code,English_Gloss,Concepticon_ID,Parameter_ID,Form,Class,Segments,Comment
41,1251-160,Tuolo,,"belly",1251,1251,fɚ₄₂,160,f ə˞ ⁴²,
42,1251-160,Enqi,,"belly",1251,1251,fo₂₄,160,f o ²⁴,
43,1251-171,Ega,,"belly",1251,1251,xu₄₄qʰo₂₂,171,x u ⁴⁴ qʰ o ²²,
44,1202-191,Gongxing,,"big",1202,1202,da₄₂,191,d a ⁴²,
45,1202-191,Jinman,,"big",1202,1202,do₄₂,191,d o ⁴²,
46,1202-191,Mazhelong,,"big",1202,1202,do₄₂,191,d o ⁴²,
47,1202-191,Dashi,,"big",1202,1202,tow₄₂,191,t o w ⁴²,
48,1202-191,Zhoucheng,,"big",1202,1202,to₄₂,191,t o ⁴²,
49,1202-191,Jinxing,,"big",1202,1202,tow₄₂,191,t o w ⁴²,
50,1202-191,Tuolo,,"big",1202,1202,dɔ₂₁,191,d ɔ ²¹,
51,1202-191,Enqi,,"big",1202,1202,da₄₃,191,d a ⁴³,
52,1202-191,Ega,,"big",1202,1202,do₄₂,191,d o ⁴²,
53,937-203,Gongxing,,"bird",937,937,ʦu₂₄,203,ts u ²⁴,
54,937-203,Jinman,,"bird",937,937,ʦo₅₅,203,ts o ⁵⁵,
55,937-203,Mazhelong,,"bird",937,937,ʦo₄₄,203,ts o ⁴⁴,
56,937-203,Dashi,,"bird",937,937,ʦow₃₃,203,ts o w ³³,
57,937-203,Zhoucheng,,"bird",937,937,ʦow₄₄,203,ts o w ⁴⁴,
58,937-203,Jinxing,,"bird",937,937,ʦow₄₄,203,ts o w ⁴⁴,
59,937-203,Tuolo,,"bird",937,937,ʦu₄₂,203,ts u ⁴²,
60,937-203,Enqi,,"bird",937,937,ʦu₅₅,203,ts u ⁵⁵,
61,937-203,Ega,,"bird",937,937,ʦu₄₄,203,ts u ⁴⁴,
62,1403-214,Gongxing,,"bite",1403,1403,ŋa₂₄,214,ŋ a ²⁴,
63,1403-214,Jinman,,"bite",1403,1403,ŋa₄₄,214,ŋ a ⁴⁴,
64,1403-214,Mazhelong,,"bite",1403,1403,ŋɑ₄₄,214,ŋ ɑ ⁴⁴,
65,1403-214,Dashi,,"bite",1403,1403,ɣaŋ₄₄,214,ɣ a ŋ ⁴⁴,
66,1403-214,Zhoucheng,,"bite",1403,1403,ŋa₄₄,214,ŋ a ⁴⁴,
67,1403-214,Jinxing,,"bite",1403,1403,ɑ̃₄₄,214,ɑ̃ ⁴⁴,
68,1403-214,Tuolo,,"bite",1403,1403,ŋɔ₄₂,214,ŋ ɔ ⁴²,
69,1403-214,Enqi,,"bite",1403,1403,ɴa₅₅,214,ɴ a ⁵⁵,
70,1403-214,Ega,,"bite",1403,1403,ŋo₄₄,214,ŋ o ⁴⁴,
71,163-215,Gongxing,,"black",163,163,χe₂₄,215,χ e ²⁴,
72,163-215,Jinman,,"black",163,163,xɯ₅₅,215,x ɯ ⁵⁵,
73,163-215,Mazhelong,,"black",163,163,xɯ₄₄,215,x ɯ ⁴⁴,
74,163-215,Dashi,,"black",163,163,xɯ₄₄,215,x ɯ ⁴⁴,
75,163-215,Zhoucheng,,"black",163,163,xɯ₄₄,215,x ɯ ⁴⁴,
76,163-215,Jinxing,,"black",163,163,xɯ₄₄,215,x ɯ ⁴⁴,
77,163-215,Tuolo,,"black",163,163,xɚ₄₂,215,x ə˞ ⁴²,
78,163-215,Enqi,,"black",163,163,χɯ₅₅,215,χ ɯ ⁵⁵,
79,163-215,Ega,,"black",163,163,xɯ₄₄,215,x ɯ ⁴⁴,
80,946-216,Gongxing,,"blood",946,946,swa₂₄,216,s w a ²⁴,
81,946-216,Jinman,,"blood",946,946,swa₅₅,216,s w a ⁵⁵,
82,946-216,Mazhelong,,"blood",946,946,swa₄₄,216,s w a ⁴⁴,
83,946-216,Dashi,,"blood",946,946,sʰwa₄₄,216,sʰ w a ⁴⁴,
84,946-216,Zhoucheng,,"blood",946,946,swa₄₄,216,s w a ⁴⁴,
85,946-216,Jinxing,,"blood",946,946,swɑ₄₄,216,s w ɑ ⁴⁴,
86,946-216,Tuolo,,"blood",946,946,swɔ₄₂,216,s w ɔ ⁴²,
87,946-216,Enqi,,"blood",946,946,swa₅₅,216,s w a ⁵⁵,
88,946-216,Ega,,"blood",946,946,swa₄₄,216,s w a ⁴⁴,
89,1394-217,Gongxing,,"bone",1394,1394,qwa₂₄,217,q w a ²⁴,
90,1394-218,Jinman,,"bone",1394,1394,qwa₅₅ʦe₅₅,218,q w a ⁵⁵ ts e ⁵⁵,
91,1394-219,Mazhelong,,"bone",1394,1394,kwa₄₄twɤ₄₄,219,k w a ⁴⁴ t w ɤ ⁴⁴,
92,1394-219,Dashi,,"bone",1394,1394,kwa₄₄tjǝ₃₃,219,k w a ⁴⁴ t j ə ³³,
93,1394-219,Zhoucheng,,"bone",1394,1394,kwa₄₄tɯ₃₃,219,k w a ⁴⁴ t ɯ ³³,
94,1394-219,Jinxing,,"bone",1394,1394,kwɑ₄₄tǝ₄₂,219,k w ɑ ⁴⁴ t ə ⁴²,
95,1394-220,Tuolo,,"bone",1394,1394,ku₄₂djɯ₃₅ʦɛ₄₂,220,k u ⁴² d j ɯ ³⁵ ts ɛ ⁴²,
96,1394-217,Enqi,,"bone",1394,1394,qwa₅₅,217,q w a ⁵⁵,
97,1394-217,Ega,,"bone",1394,1394,qwa₄₄,217,q w a ⁴⁴,
98,1402-221,Gongxing,,"breast",1402,1402,ba₂₁,221,b a ²¹,
99,1402-221,Jinman,,"breast",1402,1402,pa₄₂,221,p a ⁴²,
100,1402-222,Mazhelong,,"breast",1402,1402,noŋ₃₃,222,n o ŋ ³³,
101,1402-221,Dashi,,"breast",1402,1402,pa₄₂,221,p a ⁴²,
102,1402-221,Zhoucheng,,"breast",1402,1402,pa₄₂,221,p a ⁴²,
103,1402-221,Jinxing,,"breast",1402,1402,pɑ₄₂,221,p ɑ ⁴²,
104,1402-221,Tuolo,,"breast",1402,1402,bo₄₂,221,b o ⁴²,
105,1402-221,Enqi,,"breast",1402,1402,pa₂₁,221,p a ²¹,
106,1402-221,Ega,,"breast",1402,1402,pa₄₂,221,p a ⁴²,
107,141-223,Gongxing,,"burn",141,141,ɕy₂₂,223,ɕ y ²²,
108,141-224,Jinman,,"burn",141,141,fɤ₅₅ji₅₅,224,f ɤ ⁵⁵ j i ⁵⁵,
109,141-223,Mazhelong,,"burn",141,141,sɤ₅₅,223,s ɤ ⁵⁵,
110,141-223,Dashi,,"burn",141,141,ʂu₅₅,223,ʂ u ⁵⁵,
111,141-227,Zhoucheng,,"burn",141,141,ɲɯ₃₃,227,ɲ ɯ ³³,
112,141-227,Jinxing,,"burn",141,141,jĩ₃₃,227,j ĩ ³³,
113,141-227,Tuolo,,"burn",141,141,jen₃₃,227,j e n ³³,
114,141-228,Enqi,,"burn",141,141,xu₂₄,228,x u ²⁴,
115,141-225,Ega,,"burn",141,141,fi₂₂pɛ₂₂,225,f i ²² p ɛ ²²,
116,141-223,Gongxing,,"burn",141,141,ɕy₅₅,223,ɕ y ⁵⁵,
117,141-226,Mazhelong,,"burn",141,141,fi₃₃kʰǝɯ₅₅,226,f i ³³ kʰ əu ⁵⁵,
118,141-223,Zhoucheng,,"burn",141,141,su₅₅,223,s u ⁵⁵,
119,2128-229,Gongxing,,"claw (nail)",2128,2128,t͡ʂi₂₄qa₂₄,229,ʈʂ i ²⁴ q a ²⁴,
120,2128-230,Jinman,,"claw (nail)",2128,2128,qa₄₄,230,q a ⁴⁴,
121,2128-231,Mazhelong,,"claw (nail)",2128,2128,sǝɯ₃₃kɚ₄₄,231,s əu ³³ k ə˞ ⁴⁴,
122,2128-231,Dashi,,"claw (nail)",2128,2128,ʂɯ₃₃ka₄₄,231,ʂ ɯ ³³ k a ⁴⁴,
123,2128-231,Zhoucheng,,"claw (nail)",2128,2128,sɯ₃₃ka₄₄,231,s ɯ ³³ k a ⁴⁴,
124,2128-231,Jinxing,,"claw (nail)",2128,2128,sɯ₃₃ka₄₄,231,s ɯ ³³ k a ⁴⁴,
125,2128-231,Tuolo,,"claw (nail)",2128,2128,ɕɯ₃₃qa₄₂,231,ɕ ɯ ³³ q a ⁴²,
126,2128-229,Enqi,,"claw (nail)",2128,2128,tjɯ₂₁qa₂₄,229,t j ɯ ²¹ q a ²⁴,
127,2128-231,Ega,,"claw (nail)",2128,2128,ɕi₂₂qa₄₄,231,ɕ i ²² q a ⁴⁴,
128,1489-232,Gongxing,,"cloud",1489,1489,ŋɛ₁₂qǝ₅₅,232,ŋ ɛ ¹² q ə ⁵⁵,
129,1489-234,Jinman,,"cloud",1489,1489,mɯ₂₁ko₄₂,234,m ɯ ²¹ k o ⁴²,
130,1489-236,Mazhelong,,"cloud",1489,1489,ɥen₂₁pe₂₁,236,ɥ e n ²¹ p e ²¹,
131,1489-237,Dashi,,"cloud",1489,1489,vɤ̃₂₁nõ₂₁,237,v ɤ̃ ²¹ n õ ²¹,
132,1489-235,Zhoucheng,,"cloud",1489,1489,ɤ₂₁,235,ɤ ²¹,
133,1489-235,Jinxing,,"cloud",1489,1489,ɤ̃₂₁,235,ɤ̃ ²¹,
134,1489-232,Tuolo,,"cloud",1489,1489,ŋɔ₃₅qa₄₂,232,ŋ ɔ ³⁵ q a ⁴²,
135,1489-235,Enqi,,"cloud",1489,1489,ʁæ₂₁,235,ʁ æ ²¹,
136,1489-234,Ega,,"cloud",1489,1489,mɯ̃₂₁ko₄₂,234,m ɯ̃ ²¹ k o ⁴²,
137,1287-238,Gongxing,,"cold",1287,1287,ga₁₂,238,g a ¹²,
138,1287-239,Jinman,,"cold",1287,1287,kɯ₅₅,239,k ɯ ⁵⁵,
139,1287-239,Mazhelong,,"cold",1287,1287,kɯ₅₅,239,k ɯ ⁵⁵,
140,1287-239,Dashi,,"cold",1287,1287,kɯ₃₅,239,k ɯ ³⁵,
141,1287-239,Zhoucheng,,"cold",1287,1287,kɯ₃₅,239,k ɯ ³⁵,
142,1287-239,Jinxing,,"cold",1287,1287,kɯ₅₅,239,k ɯ ⁵⁵,
143,1287-239,Tuolo,,"cold",1287,1287,kɯ₅₅,239,k ɯ ⁵⁵,
144,1287-239,Enqi,,"cold",1287,1287,kɯ₂₄,239,k ɯ ²⁴,
145,1287-239,Ega,,"cold",1287,1287,kɯ₅₅,239,k ɯ ⁵⁵,
146,1287-239,Dashi,,"cold",1287,1287,ka₂₁,239,k a ²¹,
147,1287-238,Jinxing,,"cold",1287,1287,kɑ₂₁,238,k ɑ ²¹,
148,1446-241,Gongxing,,"come",1446,1446,ji₂₁kǝ₂₂,241,j i ²¹ k ə ²²,
149,1446-242,Jinman,,"come",1446,1446,ʨwa₅₅,242,tɕ w a ⁵⁵,
150,1446-243,Mazhelong,,"come",1446,1446,ɣǝɯ₂₁,243,ɣ əu ²¹,
151,1446-243,Dashi,,"come",1446,1446,ɣǝ₃₅,243,ɣ ə ³⁵,
152,1446-240,Zhoucheng,,"come",1446,1446,jɯ₃₅,240,j ɯ ³⁵,
153,1446-243,Jinxing,,"come",1446,1446,ɣǝ₃₅,243,ɣ ə ³⁵,
154,1446-245,Tuolo,,"come",1446,1446,t͡ʂʰo₄₂,245,ʈʂʰ o ⁴²,
155,1446-241,Enqi,,"come",1446,1446,ji₅₅ki₂₄,241,j i ⁵⁵ k i ²⁴,
156,1446-241,Ega,,"come",1446,1446,ji₅₅kɯ₂₂,241,j i ⁵⁵ k ɯ ²²,
157,1446-241,Tuolo,,"come",1446,1446,jɯ₃₃kɯ₅₅,241,j ɯ ³³ k ɯ ⁵⁵,
158,1494-246,Gongxing,,"die",1494,1494,ɕi₂₂,246,ɕ i ²²,
159,1494-246,Jinman,,"die",1494,1494,ɕi₂₂,246,ɕ i ²²,
160,1494-246,Mazhelong,,"die",1494,1494,ɕi₃₃,246,ɕ i ³³,
161,1494-246,Dashi,,"die",1494,1494,ɕi₃₃,246,ɕ i ³³,
162,1494-246,Zhoucheng,,"die",1494,1494,ɕi₃₃,246,ɕ i ³³,
163,1494-246,Jinxing,,"die",1494,1494,ɕi₃₃,246,ɕ i ³³,
164,1494-246,Tuolo,,"die",1494,1494,ɕi₃₃,246,ɕ i ³³,
165,1494-246,Enqi,,"die",1494,1494,si₂₂,246,s i ²²,
166,1494-246,Ega,,"die",1494,1494,si₂₂,246,s i ²²,
167,2009-247,Gongxing,,"dog",2009,2009,qʰwaŋ₂₂,247,qʰ w a ŋ ²²,
168,2009-247,Jinman,,"dog",2009,2009,qʰõ₂₂,247,qʰ õ ²²,
169,2009-247,Mazhelong,,"dog",2009,2009,kʰwaŋ₃₃,247,kʰ w a ŋ ³³,
170,2009-247,Dashi,,"dog",2009,2009,kʰwaŋ₃₃,247,kʰ w a ŋ ³³,
171,2009-247,Zhoucheng,,"dog",2009,2009,kʰwa₃₃,247,kʰ w a ³³,
172,2009-247,Jinxing,,"dog",2009,2009,kʰwɑ̃₃₃,247,kʰ w ɑ̃ ³³,
173,2009-247,Tuolo,,"dog",2009,2009,qʰwaŋ₃₃,247,qʰ w a ŋ ³³,
174,2009-247,Enqi,,"dog",2009,2009,qʰwa₂₂,247,qʰ w a ²²,
175,2009-247,Ega,,"dog",2009,2009,qʰwa₂₂,247,qʰ w a ²²,
176,1401-248,Gongxing,,"drink",1401,1401,ʔoŋ₂₂,248,ʔ o ŋ ²²,
177,1401-248,Jinman,,"drink",1401,1401,ɯ̃₂₂,248,ɯ̃ ²²,
178,1401-248,Mazhelong,,"drink",1401,1401,oŋ₃₃,248,o ŋ ³³,
179,1401-248,Dashi,,"drink",1401,1401,ǝ̃₃₃,248,ə̃ ³³,
180,1401-248,Zhoucheng,,"drink",1401,1401,ɯ₃₃,248,ɯ ³³,
181,1401-248,Jinxing,,"drink",1401,1401,ǝ̃₃₃,248,ə̃ ³³,
182,1401-248,Tuolo,,"drink",1401,1401,ɯ̃₃₃,248,ɯ̃ ³³,
183,1401-248,Enqi,,"drink",1401,1401,ɯ₂₂,248,ɯ ²²,
184,1401-248,Ega,,"drink",1401,1401,ɯ̃₂₂,248,ɯ̃ ²²,
185,1398-249,Gongxing,,"dry",1398,1398,qaŋ₅₅,249,q a ŋ ⁵⁵,
186,1398-249,Jinman,,"dry",1398,1398,qã₅₅,249,q ã ⁵⁵,
187,1398-249,Mazhelong,,"dry",1398,1398,kaŋ₅₅,249,k a ŋ ⁵⁵,
188,1398-249,Dashi,,"dry",1398,1398,kã₃₅,249,k ã ³⁵,
189,1398-249,Zhoucheng,,"dry",1398,1398,ka₃₅,249,k a ³⁵,
190,1398-249,Jinxing,,"dry",1398,1398,kɑ̃₅₅,249,k ɑ̃ ⁵⁵,
191,1398-249,Tuolo,,"dry",1398,1398,qɔŋ₅₅,249,q ɔ ŋ ⁵⁵,
192,1398-249,Enqi,,"dry",1398,1398,qa₂₄,249,q a ²⁴,
193,1398-249,Ega,,"dry",1398,1398,qo₅₅,249,q o ⁵⁵,
194,1247-250,Gongxing,,"ear",1247,1247,jaŋ₂₂kʰwaŋ₂₂,250,j a ŋ ²² kʰ w a ŋ ²²,
195,1247-252,Jinman,,"ear",1247,1247,ẽ₄₂ʨwẽ₂₂,252,ẽ ⁴² tɕ w ẽ ²²,
196,1247-251,Mazhelong,,"ear",1247,1247,jɛ₃₃kɛ₃₃pjen₂₁,251,j ɛ ³³ k ɛ ³³ p j e n ²¹,
197,1247-253,Dashi,,"ear",1247,1247,jen₃₃toŋ₃₁,253,j e n ³³ t o ŋ ³¹,
198,1247-254,Zhoucheng,,"ear",1247,1247,ɲow₃₃to₄₂,254,ɲ o w ³³ t o ⁴²,
199,1247-255,Jinxing,,"ear",1247,1247,jen₃₃tɯ₃₁kwɑ₅₅,255,j e n ³³ t ɯ ³¹ k w ɑ ⁵⁵,
200,1247-256,Tuolo,,"ear",1247,1247,wen₃₃zɥen₃₅,256,w e n ³³ z ɥ e n ³⁵,
201,1247-258,Enqi,,"ear",1247,1247,ŋu₂₂ʦu₂₁qʰwa₂₄,258,ŋ u ²² ts u ²¹ qʰ w a ²⁴,
202,1247-257,Ega,,"ear",1247,1247,ji₂₂ʨyj₂₁,257,j i ²² tɕ y j ²¹,
203,1228-260,Gongxing,,"earth",1228,1228,ʥi₄₂,260,dʑ i ⁴²,
204,1228-260,Jinman,,"earth",1228,1228,ʥi₄₂,260,dʑ i ⁴²,
205,1228-260,Mazhelong,,"earth",1228,1228,ti₂₁,260,t i ²¹,
206,1228-260,Dashi,,"earth",1228,1228,ʨi₃₁,260,tɕ i ³¹,
207,1228-260,Zhoucheng,,"earth",1228,1228,ʨi₃₁,260,tɕ i ³¹,
208,1228-260,Jinxing,,"earth",1228,1228,ʨi₃₁,260,tɕ i ³¹,
209,1228-260,Tuolo,,"earth",1228,1228,ʑi₂₁,260,ʑ i ²¹,
210,1228-260,Enqi,,"earth",1228,1228,ʥi₄₃,260,dʑ i ⁴³,
211,1228-261,Ega,,"earth",1228,1228,ʨi₄₂pa₂₂,261,tɕ i ⁴² p a ²²,
212,1336-262,Gongxing,,"eat",1336,1336,ju₂₄,262,j u ²⁴,
213,1336-262,Jinman,,"eat",1336,1336,ji₅₅,262,j i ⁵⁵,
214,1336-262,Mazhelong,,"eat",1336,1336,ji₄₄,262,j i ⁴⁴,
215,1336-262,Dashi,,"eat",1336,1336,jɯ₄₄,262,j ɯ ⁴⁴,
216,1336-262,Zhoucheng,,"eat",1336,1336,jɯ₄₄,262,j ɯ ⁴⁴,
217,1336-262,Jinxing,,"eat",1336,1336,jɯ₄₄,262,j ɯ ⁴⁴,
218,1336-262,Tuolo,,"eat",1336,1336,ju₄₂,262,j u ⁴²,
219,1336-262,Enqi,,"eat",1336,1336,jɯ₅₅,262,j ɯ ⁵⁵,
220,1336-262,Ega,,"eat",1336,1336,ji₄₄,262,j i ⁴⁴,
221,744-263,Gongxing,,"egg",744,744,sen₄₂,263,s e n ⁴²,
222,744-263,Jinman,,"egg",744,744,sẽ₄₂,263,s ẽ ⁴²,
223,744-263,Mazhelong,,"egg",744,744,sɛ₄₂,263,s ɛ ⁴²,
224,744-263,Dashi,,"egg",744,744,sen₄₂,263,s e n ⁴²,
225,744-263,Zhoucheng,,"egg",744,744,se₄₂,263,s e ⁴²,
226,744-263,Jinxing,,"egg",744,744,sen₄₂,263,s e n ⁴²,
227,744-263,Tuolo,,"egg",744,744,sen₂₁,263,s e n ²¹,
228,744-263,Enqi,,"egg",744,744,sɛ₄₃,263,s ɛ ⁴³,
229,744-263,Ega,,"egg",744,744,sɛ₄₂,263,s ɛ ⁴²,
230,1248-264,Gongxing,,"eye",1248,1248,wen₂₂,264,w e n ²²,
231,1248-264,Jinman,,"eye",1248,1248,mi₂₂,264,m i ²²,
232,1248-264,Mazhelong,,"eye",1248,1248,ŋwɛ₃₃,264,ŋ w ɛ ³³,
233,1248-264,Dashi,,"eye",1248,1248,wẽ₃₃,264,w ẽ ³³,
234,1248-264,Zhoucheng,,"eye",1248,1248,we₃₃,264,w e ³³,
235,1248-264,Jinxing,,"eye",1248,1248,wẽ₃₃,264,w ẽ ³³,
236,1248-264,Tuolo,,"eye",1248,1248,wen₃₃,264,w e n ³³,
237,1248-264,Enqi,,"eye",1248,1248,ŋwi₂₂,264,ŋ w i ²²,
238,1248-264,Ega,,"eye",1248,1248,ŋwi₂₂,264,ŋ w i ²²,
239,1406-200,Gongxing,,"far",1406,1406,tɥen₂₂,200,t ɥ e n ²²,
240,1406-200,Jinman,,"far",1406,1406,tyj₂₂,200,t y j ²²,
241,1406-200,Mazhelong,,"far",1406,1406,ʦwen₃₃,200,ts w e n ³³,
242,1406-200,Dashi,,"far",1406,1406,twen₃₃,200,t w e n ³³,
243,1406-200,Zhoucheng,,"far",1406,1406,twe₃₃,200,t w e ³³,
244,1406-200,Jinxing,,"far",1406,1406,twen₃₃,200,t w e n ³³,
245,1406-200,Tuolo,,"far",1406,1406,twe₃₃,200,t w e ³³,
246,1406-200,Enqi,,"far",1406,1406,tɥɛ₂₂,200,t ɥ ɛ ²²,
247,1406-200,Ega,,"far",1406,1406,ti₂₂,200,t i ²²,
248,323-265,Gongxing,,"fat",323,323,t͡ʂi₅₅,265,ʈʂ i ⁵⁵,
249,323-265,Jinman,,"fat",323,323,t͡ʂi₅₅,265,ʈʂ i ⁵⁵,
250,323-265,Mazhelong,,"fat",323,323,ʦi₅₅,265,ts i ⁵⁵,
251,323-265,Dashi,,"fat",323,323,t͡ʂi₅₅,265,ʈʂ i ⁵⁵,
252,323-266,Zhoucheng,,"fat",323,323,ʦi₃₅,266,ts i ³⁵,
253,323-265,Jinxing,,"fat",323,323,ʦi₅₅,265,ts i ⁵⁵,
254,323-265,Tuolo,,"fat",323,323,t͡ʂi₅₅,265,ʈʂ i ⁵⁵,
255,323-265,Enqi,,"fat",323,323,ʦi₂₄,265,ts i ²⁴,
256,323-265,Ega,,"fat",323,323,ʦɛ₅₅,265,ts ɛ ⁵⁵,
257,1201-267,Gongxing,,"feather",1201,1201,mi₁₂,267,m i ¹²,
258,1201-267,Jinman,,"feather",1201,1201,mje₂₁,267,m j e ²¹,
259,1201-267,Mazhelong,,"feather",1201,1201,me₂₁,267,m e ²¹,
260,1201-267,Dashi,,"feather",1201,1201,ma₂₁,267,m a ²¹,
261,1201-267,Zhoucheng,,"feather",1201,1201,ma₂₁,267,m a ²¹,
262,1201-267,Jinxing,,"feather",1201,1201,mɑ̃₂₁,267,m ɑ̃ ²¹,
263,1201-267,Tuolo,,"feather",1201,1201,me₃₅,267,m e ³⁵,
264,1201-267,Enqi,,"feather",1201,1201,mjɛ₂₁,267,m j ɛ ²¹,
265,1201-267,Ega,,"feather",1201,1201,mi₂₁,267,m i ²¹,
266,221-268,Gongxing,,"fire",221,221,xwɛ₂₂,268,x w ɛ ²²,
267,221-268,Jinman,,"fire",221,221,fi₂₂,268,f i ²²,
268,221-268,Mazhelong,,"fire",221,221,fi₃₃,268,f i ³³,
269,221-268,Dashi,,"fire",221,221,xwi₃₃,268,x w i ³³,
270,221-268,Zhoucheng,,"fire",221,221,xwi₃₃,268,x w i ³³,
271,221-268,Jinxing,,"fire",221,221,xwi₃₃,268,x w i ³³,
272,221-268,Tuolo,,"fire",221,221,xwe₃₃,268,x w e ³³,
273,221-268,Enqi,,"fire",221,221,xwi₂₂,268,x w i ²²,
274,221-268,Ega,,"fire",221,221,fi₂₂,268,f i ²²,
275,227-269,Gongxing,,"fish",227,227,ŋo₅₅,269,ŋ o ⁵⁵,
276,227-269,Jinman,,"fish",227,227,ŋu₅₅,269,ŋ u ⁵⁵,
277,227-269,Mazhelong,,"fish",227,227,oŋ₅₅,269,o ŋ ⁵⁵,
278,227-269,Dashi,,"fish",227,227,wɤ̃₃₅,269,w ɤ̃ ³⁵,
279,227-269,Zhoucheng,,"fish",227,227,ŋo₃₅,269,ŋ o ³⁵,
280,227-269,Jinxing,,"fish",227,227,ṃ₅₅,269,m̩ ⁵⁵,
281,227-269,Tuolo,,"fish",227,227,ŋɤ₅₅,269,ŋ ɤ ⁵⁵,
