ID,Cognateset_ID,Language_ID,ISO639P3code,Gloss,Concepticon_ID,Parameter_ID,Form,Class,Segments,Comment
64,72-1,BIYUE,byo,"sun",1343,72,5imo,1,5 i m o,
65,72-1,MPI,mpz,"sun",1343,72,5iwo,1,5 i w o,
66,72-1,BISU,bzi,"sun",1343,72,muNhn3N,1,m u N h n 3 N,
67,72-1,JINO,jiu,"sun",1343,72,53 o,1,5 3 _ o,
68,72-1,LAHU,lhu,"sun",1343,72,mini,1,m i n i,
69,72-3,XIDE,iii,"sun",1343,72,hobu,3,h o b u,
70,72-1,DAFANG,yig,"sun",1343,72,ndy$y,1,ndy$ y,
71,72-4,NANJIANG,ywt,"sun",1343,72,amux3,4,a m u x 3,
72,72-1,LISU,lis,"sun",1343,72,m3mi,1,m 3 m i,
73,72-1,NUSU,nuf,"sun",1343,72,5ia,1,5 i a,
74,72-1,ACHANG,acn,"sun",1343,72,nimo,1,n i m o,also: pui
75,72-1,NAXI,nbf,"sun",1343,72,5ime,1,5 i m e,
76,74-1,BURMESE,mya,"star",1430,74,kray,1,k r a y,
77,74-1,ZAIWA,atb,"star",1430,74,ky~i,1,ky~ i,
78,74-1,AKHA,ahk,"star",1430,74,agy~,1,a gy~,
79,74-1,BIYUE,byo,"star",1430,74,mici,1,m i c i,
80,74-1,MPI,mpz,"star",1430,74,piki,1,p i k i,
81,74-1,BISU,bzi,"star",1430,74,3k3,1,3 k 3,
82,74-1,JINO,jiu,"star",1430,74,pu ki,1,p u _ k i,
83,74-1,LAHU,lhu,"star",1430,74,m37k3,1,m 3 7 k 3,
84,74-1,XIDE,iii,"star",1430,74,mc3,1,m c 3,
85,74-1,DAFANG,yig,"star",1430,74,camo,1,c a m o,
86,74-1,NANJIANG,ywt,"star",1430,74,ce,1,c e,
87,74-1,LISU,lis,"star",1430,74,komaze,1,k o m a z e,
88,74-1,NUSU,nuf,"star",1430,74,krelo,1,k r e l o,
89,74-1,ACHANG,acn,"star",1430,74,kh~Ze,1,kh~ Z e,
90,74-1,NAXI,nbf,"star",1430,74,k3,1,k 3,
91,11-1,BURMESE,mya,"one",1493,11,taT,1,t a T,
92,11-1,ZAIWA,atb,"one",1493,11,Za,1,Z a,
93,11-1,AKHA,ahk,"one",1493,11,tith~i,1,t i th~ i,
94,11-1,BIYUE,byo,"one",1493,11,th~3,1,th~ 3,
95,11-3,MPI,mpz,"one",1493,11,th~37,3,th~ 3 7,
96,11-1,BISU,bzi,"one",1493,11,t3,1,t 3,
97,11-1,JINO,jiu,"one",1493,11,th~i,1,th~ i,
98,11-1,LAHU,lhu,"one",1493,11,te,1,t e,
99,11-1,XIDE,iii,"one",1493,11,ch~3,1,ch~ 3,
100,11-1,DAFANG,yig,"one",1493,11,th~a,1,th~ a,
101,11-1,NANJIANG,ywt,"one",1493,11,Ch~3,1,Ch~ 3,
102,11-1,LISU,lis,"one",1493,11,th~i,1,th~ i,
103,11-1,NUSU,nuf,"one",1493,11,th~i,1,th~ i,
104,11-1,ACHANG,acn,"one",1493,11,ta,1,t a,
105,11-1,NAXI,nbf,"one",1493,11,d3,1,d 3,
106,12-1,BURMESE,mya,"two",1498,12,hnaT,1,h n a T,
107,12-1,AKHA,ahk,"two",1498,12,ny~i,1,ny~ i,
108,12-1,BIYUE,byo,"two",1498,12,ne7,1,n e 7,
109,12-1,MPI,mpz,"two",1498,12,5i,1,5 i,
110,12-1,BISU,bzi,"two",1498,12,ni,1,n i,
111,12-1,JINO,jiu,"two",1498,12,ni,1,n i,
112,12-1,LAHU,lhu,"two",1498,12,ni,1,n i,
113,12-1,XIDE,iii,"two",1498,12,5i,1,5 i,
114,12-1,DAFANG,yig,"two",1498,12,5i,1,5 i,
115,12-1,LISU,lis,"two",1498,12,5i,1,5 i,
116,12-3,ACHANG,acn,"two",1498,12,s3k,3,s 3 k,
117,12-1,NAXI,nbf,"two",1498,12,5i,1,5 i,
118,77-1,BURMESE,mya,"stone",857,77,ky~auk,1,ky~ a u k,
119,77-1,ZAIWA,atb,"stone",857,77,luko7,1,l u k o 7,
120,77-1,AKHA,ahk,"stone",857,77,xh~alo,1,xh~ a l o,
121,77-1,BIYUE,byo,"stone",857,77,lv7mo,1,l v 7 m o,
122,77-1,MPI,mpz,"stone",857,77,solo7,1,s o l o 7,
123,77-1,BISU,bzi,"stone",857,77,loba,1,l o b a,
124,77-1,JINO,jiu,"stone",857,77,lo mo,1,l o _ m o,
125,77-1,LAHU,lhu,"stone",857,77,xap3,1,x a p 3,
126,77-1,XIDE,iii,"stone",857,77,luma,1,l u m a,
127,77-1,DAFANG,yig,"stone",857,77,lomo,1,l o m o,
128,77-1,NANJIANG,ywt,"stone",857,77,kalo,1,k a l o,
129,77-1,LISU,lis,"stone",857,77,loch~3,1,l o ch~ 3,
130,77-1,NUSU,nuf,"stone",857,77,lu7,1,l u 7,
131,77-1,ACHANG,acn,"stone",857,77,liNko7,1,l i N k o 7,
132,77-1,NAXI,nbf,"stone",857,77,lvpa,1,l v p a,
133,28-1,BURMESE,mya,"skin",763,28,are,1,a r e,
134,28-2,ZAIWA,atb,"skin",763,28,Soku7,2,S o k u 7,
135,28-2,AKHA,ahk,"skin",763,28,baxo7,2,b a x o 7,
136,28-3,BIYUE,byo,"skin",763,28,oci,3,o c i,
137,28-2,MPI,mpz,"skin",763,28,okh~o,2,o kh~ o,
138,28-2,BISU,bzi,"skin",763,28,aNkho,2,a N k h o,
139,28-2,JINO,jiu,"skin",763,28,a kh~o,2,a _ kh~ o,
140,28-3,LAHU,lhu,"skin",763,28,og3,3,o g 3,
141,28-3,XIDE,iii,"skin",763,28,ndy$iS3,3,ndy$ i S 3,
142,28-3,DAFANG,yig,"skin",763,28,ndy~i,3,n dy~ i,
143,28-3,NANJIANG,ywt,"skin",763,28,d3Cu,3,d 3 C u,
144,28-3,LISU,lis,"skin",763,28,koji,3,k o j i,
145,28-1,NUSU,nuf,"skin",763,28,kh~uri,1,kh~ u r i,
146,28-1,ACHANG,acn,"skin",763,28,aZ3,1,a Z 3,
147,28-1,NAXI,nbf,"skin",763,28,x3,1,x 3,
148,82-1,BURMESE,mya,"fire",221,82,mi,1,m i,
149,82-1,ZAIWA,atb,"fire",221,82,my~3,1,my~ 3,
150,82-1,AKHA,ahk,"fire",221,82,mica,1,m i c a,
151,82-1,BIYUE,byo,"fire",221,82,mico,1,m i c o,
152,82-1,MPI,mpz,"fire",221,82,mi,1,m i,
153,82-1,BISU,bzi,"fire",221,82,bith~o,1,b i th~ o,
154,82-1,JINO,jiu,"fire",221,82,mi,1,m i,
155,82-1,LAHU,lhu,"fire",221,82,ami,1,a m i,
156,82-1,XIDE,iii,"fire",221,82,mtu,1,m t u,
157,82-1,DAFANG,yig,"fire",221,82,mto,1,m t o,
158,82-3,NANJIANG,ywt,"fire",221,82,ato,3,a t o,
159,82-3,LISU,lis,"fire",221,82,ato,3,a t o,
160,82-1,NUSU,nuf,"fire",221,82,mi,1,m i,
161,82-1,NAXI,nbf,"fire",221,82,mi,1,m i,
162,19-1,BURMESE,mya,"fish",227,19,Na,1,N a,
163,19-1,ZAIWA,atb,"fish",227,19,Noco,1,N o c o,
164,19-1,AKHA,ahk,"fish",227,19,Nasyh$a,1,N a syh$ a,
165,19-1,BIYUE,byo,"fish",227,19,Noso,1,N o s o,
166,19-1,MPI,mpz,"fish",227,19,No,1,N o,
167,19-2,BISU,bzi,"fish",227,19,loNtE,2,l o N t E,
168,19-1,JINO,jiu,"fish",227,19,Nh~o So,1,Nh~ o _ S o,
169,19-1,LAHU,lhu,"fish",227,19,Na,1,N a,
170,19-1,XIDE,iii,"fish",227,19,h3,1,h 3,
171,19-1,DAFANG,yig,"fish",227,19,No,1,N o,
172,19-1,LISU,lis,"fish",227,19,Nua,1,N u a,
173,19-1,NUSU,nuf,"fish",227,19,Na,1,N a,
174,19-1,ACHANG,acn,"fish",227,19,NaSua,1,N a S u a,
175,21-1,BURMESE,mya,"dog",2009,21,khw$e,1,khw$ e,
176,21-1,ZAIWA,atb,"dog",2009,21,kh~ui,1,kh~ u i,
177,21-1,AKHA,ahk,"dog",2009,21,a7khy$,1,a 7 khy$,
178,21-1,BIYUE,byo,"dog",2009,21,kh~3,1,kh~ 3,
179,21-1,MPI,mpz,"dog",2009,21,kh~3,1,kh~ 3,
180,21-1,BISU,bzi,"dog",2009,21,kh~3,1,kh~ 3,
181,21-1,JINO,jiu,"dog",2009,21,kh~3 yo,1,kh~ 3 _ y o,
182,21-1,LAHU,lhu,"dog",2009,21,ph~3,1,ph~ 3,
183,21-1,XIDE,iii,"dog",2009,21,kh~3,1,kh~ 3,
184,21-1,DAFANG,yig,"dog",2009,21,ch~y,1,ch~ y,
185,21-1,NANJIANG,ywt,"dog",2009,21,akh~3,1,a kh~ 3,
186,21-2,LISU,lis,"dog",2009,21,ana,2,a n a,
187,21-1,NUSU,nuf,"dog",2009,21,kh~ui,1,kh~ u i,
188,21-1,ACHANG,acn,"dog",2009,21,xui,1,x u i,
189,21-1,NAXI,nbf,"dog",2009,21,kh~3,1,kh~ 3,
190,22-1,BURMESE,mya,"louse",1392,22,san,1,s a n,
191,22-1,ZAIWA,atb,"louse",1392,22,Sin,1,S i n,
192,22-1,AKHA,ahk,"louse",1392,22,sh~Emo,1,sh~ E m o,
193,22-1,BIYUE,byo,"louse",1392,22,seph~v,1,s e ph~ v,
194,22-1,MPI,mpz,"louse",1392,22,se,1,s e,
195,22-1,BISU,bzi,"louse",1392,22,hmoN,1,h m o N,
196,22-1,JINO,jiu,"louse",1392,22,Si ph~ru,1,S i _ ph~ r u,
197,22-1,LAHU,lhu,"louse",1392,22,se,1,s e,
198,22-1,XIDE,iii,"louse",1392,22,ch~oS3,1,ch~ o S 3,
199,22-1,DAFANG,yig,"louse",1392,22,simo,1,s i m o,
200,22-1,NANJIANG,ywt,"louse",1392,22,si,1,s i,
201,22-1,LISU,lis,"louse",1392,22,x3,1,x 3,
202,22-1,NUSU,nuf,"louse",1392,22,Sa,1,S a,
203,22-1,ACHANG,acn,"louse",1392,22,San,1,S a n,
204,22-1,NAXI,nbf,"louse",1392,22,Su,1,S u,
205,23-1,BURMESE,mya,"tree",906,23,satpaN,1,s a t p a N,
206,23-1,ZAIWA,atb,"tree",906,23,sik,1,s i k,
207,23-3,AKHA,ahk,"tree",906,23,abo,3,a b o,
208,23-1,BIYUE,byo,"tree",906,23,s3c3,1,s 3 c 3,
209,23-1,MPI,mpz,"tree",906,23,sot3,1,s o t 3,
210,23-2,BISU,bzi,"tree",906,23,c3Nc3N,2,c 3 N c 3 N,
211,23-2,JINO,jiu,"tree",906,23,a c3,2,a _ c 3,
212,23-1,LAHU,lhu,"tree",906,23,s37,1,s 3 7,
213,23-1,XIDE,iii,"tree",906,23,s3bo,1,s 3 b o,
214,23-1,DAFANG,yig,"tree",906,23,se,1,s e,
215,23-1,NANJIANG,ywt,"tree",906,23,s3c37,1,s 3 c 3 7,
216,23-1,LISU,lis,"tree",906,23,s3c3,1,s 3 c 3,
217,23-1,NUSU,nuf,"tree",906,23,sic3*,1,s i c 3*,
218,23-1,ACHANG,acn,"tree",906,23,saNceN,1,s a N c e N,
219,23-1,NAXI,nbf,"tree",906,23,nc~3r,1,nc~ 3 r,
220,25-1,BURMESE,mya,"leaf",628,25,saTrw~ak,1,s a T rw~ a k,
221,25-1,ZAIWA,atb,"leaf",628,25,axa7,1,a x a 7,
222,25-2,AKHA,ahk,"leaf",628,25,apa,2,a p a,
223,25-2,BIYUE,byo,"leaf",628,25,aph~a7,2,a ph~ a 7,
224,25-2,MPI,mpz,"leaf",628,25,oph~a7,2,o ph~ a 7,
225,25-2,BISU,bzi,"leaf",628,25,aNph~a,2,a N ph~ a,
226,25-2,JINO,jiu,"leaf",628,25,a ph~a,2,a _ ph~ a,
227,25-2,LAHU,lhu,"leaf",628,25,oph~a7,2,o ph~ a 7,
228,25-3,XIDE,iii,"leaf",628,25,ch~ich~i,3,ch~ i ch~ i,
229,25-4,DAFANG,yig,"leaf",628,25,seth~u,4,s e th~ u,
230,25-2,NANJIANG,ywt,"leaf",628,25,s3ph~i7,2,s 3 ph~ i 7,
231,25-2,LISU,lis,"leaf",628,25,eph~ia,2,e ph~ i a,
232,25-2,NUSU,nuf,"leaf",628,25,ph~aLa,2,ph~ a L a,
233,25-1,ACHANG,acn,"leaf",628,25,axro7,1,a x r o 7,
234,25-2,NAXI,nbf,"leaf",628,25,ph~i3,2,ph~ i 3,
235,92-1,BURMESE,mya,"night",1233,92,5a,1,5 a,
236,92-1,ZAIWA,atb,"night",1233,92,my~inle,1,my~ i n l e,
237,92-1,AKHA,ahk,"night",1233,92,u7ty~i7,1,u 7 ty~ i 7,
238,92-1,BIYUE,byo,"night",1233,92,mekh~e7,1,m e kh~ e 7,
239,92-1,MPI,mpz,"night",1233,92,uNkhw$i7,1,u N khw$ i 7,
240,92-1,BISU,bzi,"night",1233,92,muNkh~i,1,m u N kh~ i,
241,92-1,JINO,jiu,"night",1233,92,mh~e kh~a,1,mh~ e _ kh~ a,
242,92-1,LAHU,lhu,"night",1233,92,takh~3,1,t a kh~ 3,
243,92-1,XIDE,iii,"night",1233,92,kh~3th~3mo,1,kh~ 3 th~ 3 m o,
244,92-1,DAFANG,yig,"night",1233,92,s3piha,1,s 3 p i h a,
245,92-1,NANJIANG,ywt,"night",1233,92,mikh~3si,1,m i kh~ 3 s i,
246,92-1,LISU,lis,"night",1233,92,sakh~ua,1,s a kh~ u a,
247,92-1,NUSU,nuf,"night",1233,92,suana,1,s u a n a,
248,92-1,ACHANG,acn,"night",1233,92,nich~ot,1,n i ch~ o t,
249,92-1,NAXI,nbf,"night",1233,92,mvkh~v,1,m v kh~ v,
250,30-1,BURMESE,mya,"blood",946,30,sw~e,1,sw~ e,
251,30-1,ZAIWA,atb,"blood",946,30,sui,1,s u i,
252,30-1,AKHA,ahk,"blood",946,30,sy~hi,1,sy~ h i,
253,30-1,BIYUE,byo,"blood",946,30,osi,1,o s i,
254,30-1,MPI,mpz,"blood",946,30,si,1,s i,
255,30-1,BISU,bzi,"blood",946,30,Si,1,S i,
256,30-1,JINO,jiu,"blood",946,30,Si,1,S i,
257,30-1,LAHU,lhu,"blood",946,30,os3,1,o s 3,
258,30-1,XIDE,iii,"blood",946,30,s3,1,s 3,
259,30-1,DAFANG,yig,"blood",946,30,si,1,s i,
260,30-1,NANJIANG,ywt,"blood",946,30,s3,1,s 3,
261,30-1,LISU,lis,"blood",946,30,s3,1,s 3,
262,30-1,NUSU,nuf,"blood",946,30,sui,1,s u i,
263,30-1,ACHANG,acn,"blood",946,30,sui,1,s u i,
264,30-1,NAXI,nbf,"blood",946,30,sa,1,s a,
265,95-1,BURMESE,mya,"full",1429,95,pra5,1,p r a 5,
266,95-1,ZAIWA,atb,"full",1429,95,py~iN,1,py~ i N,
267,95-1,BIYUE,byo,"full",1429,95,p3,1,p 3,
268,95-1,MPI,mpz,"full",1429,95,py~3,1,py~ 3,
269,95-1,BISU,bzi,"full",1429,95,aNpl3N,1,a N p l 3 N,
270,95-1,JINO,jiu,"full",1429,95,pr3,1,p r 3,
271,95-1,LAHU,lhu,"full",1429,95,b3,1,b 3,
272,95-1,XIDE,iii,"full",1429,95,dy~i,1,dy~ i,
273,95-1,DAFANG,yig,"full",1429,95,die,1,d i e,
274,95-2,NANJIANG,ywt,"full",1429,95,c3,2,c 3,
275,95-1,LISU,lis,"full",1429,95,bile,1,b i l e,
276,95-1,NUSU,nuf,"full",1429,95,b3*,1,b 3*,
277,95-1,ACHANG,acn,"full",1429,95,pZ3N,1,p Z 3 N,
278,95-3,NAXI,nbf,"full",1429,95,S3r,3,S 3 r,
279,96-1,BURMESE,mya,"new",1231,96,sat,1,s a t,
280,96-1,ZAIWA,atb,"new",1231,96,asik,1,a s i k,
281,96-1,AKHA,ahk,"new",1231,96,sjy7,1,s j y 7,
282,96-1,BIYUE,byo,"new",1231,96,as3,1,a s 3,
283,96-1,MPI,mpz,"new",1231,96,s37,1,s 3 7,
284,96-2,BISU,bzi,"new",1231,96,aNS3,2,a N S 3,
285,96-1,JINO,jiu,"new",1231,96,Si,1,S i,
286,96-3,LAHU,lhu,"new",1231,96,os3,3,o s 3,
287,96-1,XIDE,iii,"new",1231,96,aS37,1,a S 3 7,
288,96-1,DAFANG,yig,"new",1231,96,xe,1,x e,
289,96-1,NANJIANG,ywt,"new",1231,96,x37,1,x 3 7,
290,96-1,LISU,lis,"new",1231,96,eS3,1,e S 3,
291,96-1,NUSU,nuf,"new",1231,96,dy~o,1,dy~ o,
292,96-1,ACHANG,acn,"new",1231,96,S3k,1,S 3 k,
293,96-3,NAXI,nbf,"new",1231,96,S3,3,S 3,
294,3-1,BURMESE,mya,"we",1212,3,kyw$antautui,1,kyw$ a n t a u t u i,
295,3-2,ZAIWA,atb,"we",1212,3,Namo,2,N a m o,
296,3-3,BIYUE,byo,"we",1212,3,Nov,3,N o v,
297,3-3,BISU,bzi,"we",1212,3,gu,3,g u,
298,3-3,JINO,jiu,"we",1212,3,Na vu,3,N a _ v u,
299,3-3,LAHU,lhu,"we",1212,3,Nax3,3,N a x 3,
300,3-3,XIDE,iii,"we",1212,3,Noxo,3,N o x o,
301,3-3,DAFANG,yig,"we",1212,3,Nox3,3,N o x 3,
302,3-5,LISU,lis,"we",1212,3,Nuanu,5,N u a n u,
303,3-1,NUSU,nuf,"we",1212,3,Nad3,1,N a d 3,
304,3-1,ACHANG,acn,"we",1212,3,Notu7,1,N o t u 7,
305,3-6,NAXI,nbf,"we",1212,3,N3Ng3,6,N 3 N g 3,
306,34-1,BURMESE,mya,"horn",1393,34,khy$ui,1,khy$ u i,
307,34-1,ZAIWA,atb,"horn",1393,34,khy$ui,1,khy$ u i,
308,34-1,AKHA,ahk,"horn",1393,34,u7ty~e,1,u 7 ty~ e,
309,34-1,BIYUE,byo,"horn",1393,34,vch~i,1,v ch~ i,
310,34-1,MPI,mpz,"horn",1393,34,Nkh~ui,1,N kh~ u i,
311,34-1,BISU,bzi,"horn",1393,34,aNkhy$aw,1,a N khy$ a w,
312,34-1,JINO,jiu,"horn",1393,34,vu kh~i,1,v u _ kh~ i,
313,34-1,LAHU,lhu,"horn",1393,34,kh~o,1,kh~ o,
314,34-2,XIDE,iii,"horn",1393,34,ofu,2,o f u,
315,34-1,DAFANG,yig,"horn",1393,34,och~i,1,o ch~ i,
316,34-1,NANJIANG,ywt,"horn",1393,34,kh~u,1,kh~ u,
317,34-1,LISU,lis,"horn",1393,34,oCh~3,1,o Ch~ 3,
318,34-1,NUSU,nuf,"horn",1393,34,kh~r3a,1,kh~ r 3 a,
319,34-1,ACHANG,acn,"horn",1393,34,kh~Zau,1,kh~ Z a u,
320,34-1,NAXI,nbf,"horn",1393,34,kh~o,1,kh~ o,
321,100-1,BURMESE,mya,"name",1405,100,ama5,1,a m a 5,
322,100-1,ZAIWA,atb,"name",1405,100,ny~iN,1,ny~ i N,
323,100-1,AKHA,ahk,"name",1405,100,tyh$Emy~aN,1,tyh$ E my~ a N,
324,100-1,BIYUE,byo,"name",1405,100,omi,1,o m i,
325,100-1,MPI,mpz,"name",1405,100,mmi,1,mm i,
326,100-1,BISU,bzi,"name",1405,100,aNhmEN,1,a N h m E N,
327,100-1,JINO,jiu,"name",1405,100,a mh~e,1,a _ mh~ e,
328,100-1,LAHU,lhu,"name",1405,100,omE,1,o m E,
329,100-1,XIDE,iii,"name",1405,100,hmi,1,h m i,
330,100-1,DAFANG,yig,"name",1405,100,mie,1,m i e,
331,100-1,NANJIANG,ywt,"name",1405,100,mi*c3,1,m i* c 3,
332,100-1,LISU,lis,"name",1405,100,emi,1,e m i,
333,100-1,NUSU,nuf,"name",1405,100,hme*,1,h m e*,
334,100-1,ACHANG,acn,"name",1405,100,a5iN,1,a 5 i N,
335,100-1,NAXI,nbf,"name",1405,100,mi,1,m i,
336,39-1,BURMESE,mya,"ear",1247,39,na,1,n a,
337,39-1,ZAIWA,atb,"ear",1247,39,nophy$o,1,n o phy$ o,
338,39-1,AKHA,ahk,"ear",1247,39,nabo,1,n a b o,
339,39-1,BIYUE,byo,"ear",1247,39,nopu,1,n o p u,
340,39-2,MPI,mpz,"ear",1247,39,mph~a,2,m ph~ a,
341,39-1,BISU,bzi,"ear",1247,39,nas3N,1,n a s 3 N,
342,39-1,JINO,jiu,"ear",1247,39,nh~a kh~o,1,nh~ a _ kh~ o,
343,39-1,LAHU,lhu,"ear",1247,39,napo,1,n a p o,
344,39-1,XIDE,iii,"ear",1247,39,hn3po,1,h n 3 p o,
345,39-2,DAFANG,yig,"ear",1247,39,lopo,2,l o p o,
346,39-1,NANJIANG,ywt,"ear",1247,39,napu,1,n a p u,
347,39-1,LISU,lis,"ear",1247,39,nopo,1,n o p o,
348,39-1,NUSU,nuf,"ear",1247,39,hnash~3*,1,h n a sh~ 3*,
349,39-1,ACHANG,acn,"ear",1247,39,niCua,1,n i C u a,
350,39-3,NAXI,nbf,"ear",1247,39,xEc3,3,x E c 3,
351,40-1,BURMESE,mya,"eye",1248,40,my~akTi,1,my~ a k T i,
352,40-1,ZAIWA,atb,"eye",1248,40,my~oCi,1,my~ o C i,
353,40-1,AKHA,ahk,"eye",1248,40,my~any~7,1,my~ a ny~ 7,
354,40-1,BIYUE,byo,"eye",1248,40,mac37,1,m a c 3 7,
355,40-2,MPI,mpz,"eye",1248,40,5ch~o,2,5 ch~ o,
356,40-1,BISU,bzi,"eye",1248,40,mEn3,1,m E n 3,
357,40-1,JINO,jiu,"eye",1248,40,my~a ci,1,my~ a _ c i,
358,40-1,LAHU,lhu,"eye",1248,40,mesi,1,m e s i,
359,40-1,XIDE,iii,"eye",1248,40,5oc3,1,5 o c 3,
360,40-1,DAFANG,yig,"eye",1248,40,nadu,1,n a d u,
361,40-1,NANJIANG,ywt,"eye",1248,40,mise,1,m i s e,
362,40-1,LISU,lis,"eye",1248,40,miEs3,1,m i E s 3,
363,40-1,NUSU,nuf,"eye",1248,40,miady~i,1,m i a dy~ i,
364,40-1,ACHANG,acn,"eye",1248,40,5oci7,1,5 o c i 7,
365,40-1,NAXI,nbf,"eye",1248,40,mi3lv,1,m i 3 l v,
366,41-1,BURMESE,mya,"nose",1221,41,hnakh~auN,1,h n a kh~ a u N,
367,41-2,ZAIWA,atb,"nose",1221,41,no7,2,n o 7,
368,41-1,AKHA,ahk,"nose",1221,41,namE,1,n a m E,
369,41-1,BIYUE,byo,"nose",1221,41,name,1,n a m e,
370,41-1,MPI,mpz,"nose",1221,41,Nkh~oN,1,N kh~ o N,
371,41-1,BISU,bzi,"nose",1221,41,nakh~aN,1,n a kh~ a N,
372,41-1,JINO,jiu,"nose",1221,41,nh~o to,1,nh~ o _ t o,
373,41-1,LAHU,lhu,"nose",1221,41,naqh~o,1,n a qh~ o,
374,41-2,XIDE,iii,"nose",1221,41,hnabi,2,h n a b i,
375,41-1,DAFANG,yig,"nose",1221,41,nomo,1,n o m o,
376,41-1,NANJIANG,ywt,"nose",1221,41,nokh~u,1,n o kh~ u,
377,41-1,LISU,lis,"nose",1221,41,nakh~u,1,n a kh~ u,
378,41-1,NUSU,nuf,"nose",1221,41,hnaka*,1,h n a k a*,
379,41-1,ACHANG,acn,"nose",1221,41,nixoN,1,n i x o N,
